x,y,m
-42.01284,-22.945999999999998,-96.06407922510635
-42.01284,-22.942,-96.01187487892899
-42.01284,-22.938,-96.05089432228473
-42.01284,-22.934,-96.16845345204392
-42.01284,-22.93,-96.32771183008641
-42.01208,-22.97,-96.48965061935928
-42.01208,-22.965999999999998,-96.58614381773042
-42.01208,-22.962,-96.59466362460485
-42.01208,-22.958,-96.5118694269512
-42.01208,-22.954,-96.36413149698764
-42.01208,-22.95,-96.19905959437764
-42.01208,-22.945999999999998,-96.06956368327441
-42.01208,-22.942,-96.01647114262009
-42.01208,-22.938,-96.0558995715475
-42.01208,-22.934,-96.175002184391
-42.01208,-22.93,-96.33643099386103
-42.01132,-22.97,-96.50118354360237
-42.01132,-22.965999999999998,-96.59929565435499
-42.01132,-22.962,-96.60840717384677
-42.01132,-22.958,-96.52496450070235
-42.01132,-22.954,-96.37551157613673
-42.01132,-22.95,-96.20820122144667
-42.01132,-22.945999999999998,-96.07668491416166
-42.01132,-22.942,-96.02245838866037
-42.01132,-22.938,-96.06199104583929
-42.01132,-22.934,-96.18236935664706
-42.01132,-22.93,-96.3458203102906
-42.01056,-22.97,-96.51322655335021
-42.01056,-22.965999999999998,-96.61311069858817
-42.01056,-22.962,-96.62309006390066
-42.01056,-22.958,-96.53931141128005
-42.01056,-22.954,-96.38839163061085
-42.01056,-22.95,-96.2189455667908
-42.01056,-22.945999999999998,-96.08533323366707
-42.01056,-22.942,-96.02974467213258
-42.01056,-22.938,-96.06907545097992
-42.01056,-22.934,-96.19044219683215
-42.01056,-22.93,-96.35573587927723
-42.0098,-22.97,-96.52559585766542
-42.0098,-22.965999999999998,-96.62737744859497
-42.0098,-22.962,-96.63848694070875
-42.0098,-22.958,-96.55468960473975
-42.0098,-22.954,-96.40257355711043
-42.0098,-22.95,-96.2311275337694
-42.0098,-22.945999999999998,-96.0953761375289
-42.0098,-22.942,-96.03821888154101
-42.0098,-22.938,-96.07704519939001
-42.0098,-22.934,-96.19909819066888
-42.0098,-22.93,-96.36602687707561
-42.00904,-22.97,-96.53810381613765
-42.00904,-22.965999999999998,-96.6418785538953
-42.00904,-22.962,-96.65436244440016
-42.00904,-22.958,-96.57086350259031
-42.00904,-22.954,-96.41783995683006
-42.00904,-22.95,-96.24456059947323
-42.00904,-22.945999999999998,-96.10666039491096
-42.00904,-22.942,-96.0477524622429
-42.00904,-22.938,-96.08578005131609
-42.00904,-22.934,-96.20820694514073
-42.00904,-22.93,-96.37653787167685
-42.00828,-22.97,-96.55056179051293
-42.00828,-22.965999999999998,-96.65639417520782
-42.00828,-22.962,-96.67047489600596
-42.00828,-22.958,-96.58758622286186
-42.00828,-22.954,-96.43395757855056
-42.00828,-22.95,-96.25903975593396
-42.00828,-22.945999999999998,-96.11901443214978
-42.00828,-22.942,-96.05820137128461
-42.00828,-22.938,-96.09514890254287
-42.00828,-22.934,-96.21763211446414
-42.00828,-22.93,-96.38711114346245
-42.00752,-22.97,-96.562782945414
-42.00752,-22.965999999999998,-96.67070531808804
-42.00752,-22.962,-96.68658002354297
-42.00752,-22.958,-96.6046034268595
-42.00752,-22.954,-96.4506809669084
-42.00752,-22.95,-96.27434470311296
-42.00752,-22.945999999999998,-96.13225096670129
-42.00752,-22.942,-96.06940823358833
-42.00752,-22.938,-96.10501169365152
-42.00752,-22.934,-96.22723336245916
-42.00752,-22.93,-96.39758897825176
-42.00676,-22.97,-96.5745849592841
-42.00676,-22.965999999999998,-96.68459708975415
-42.00676,-22.962,-96.70243466711396
-42.00676,-22.958,-96.62165722679651
-42.00676,-22.954,-96.46775625348177
-42.00676,-22.95,-96.29024323982753
-42.00676,-22.945999999999998,-96.14616984910302
-42.00676,-22.942,-96.08120466826202
-42.00676,-22.938,-96.11522141648922
-42.00676,-22.934,-96.2368683378498
-42.00676,-22.93,-96.40781590391234
-42.006,-22.97,-96.58579261173057
-42.006,-22.965999999999998,-96.69786183347885
-42.006,-22.962,-96.71780040662529
-42.006,-22.958,-96.63849009173214
-42.006,-22.954,-96.48492502870471
-42.006,-22.95,-96.30649479777941
-42.006,-22.945999999999998,-96.16056106936
-42.006,-22.942,-96.09341375304801
-42.006,-22.938,-96.12562619422883
-42.006,-22.934,-96.24639464155005
-42.006,-22.93,-96.41764084583177
-42.00524,-22.97,-96.59624021856494
-42.00524,-22.965999999999998,-96.71030210038795
-42.00524,-22.962,-96.73244706055856
-42.00524,-22.958,-96.65484869264782
-42.00524,-22.954,-96.50192823424452
-42.00524,-22.95,-96.32285406394008
-42.00524,-22.945999999999998,-96.17520788348722
-42.00524,-22.942,-96.10585259449161
-42.00524,-22.938,-96.13607141209222
-42.00524,-22.934,-96.25567176731734
-42.00524,-22.93,-96.42691918050824
-42.00448,-22.97,-96.60577389077748
-42.00448,-22.965999999999998,-96.72173342413997
-42.00448,-22.962,-96.74615600965684
-42.00448,-22.958,-96.67048763181809
-42.00448,-22.954,-96.51851001815123
-42.00448,-22.95,-96.33907463757954
-42.00448,-22.945999999999998,-96.18989001591093
-42.00448,-22.942,-96.11833497122456
-42.00448,-22.938,-96.1464018763828
-42.00448,-22.934,-96.26456299912671
-42.00448,-22.93,-96.43551467010175
-42.00372,-22.97,-96.61425359821904
-42.00372,-22.965999999999998,-96.73198686949986
-42.00372,-22.962,-96.75872330510069
-42.00372,-22.958,-96.68517300659511
-42.00372,-22.954,-96.53442149858111
-42.00372,-22.95,-96.35491267003795
-42.00372,-22.945999999999998,-96.20438689392837
-42.00372,-22.942,-96.13067401773306
-42.00372,-22.938,-96.15646397983815
-42.00372,-22.934,-96.27293725012524
-42.00372,-22.93,-96.44330126382988
-42.00296,-22.97,-96.62155502271263
-42.00296,-22.965999999999998,-96.74091133102421
-42.00296,-22.962,-96.76996252648398
-42.00296,-22.958,-96.69868576304793
-42.00296,-22.954,-96.54942438596979
-42.00296,-22.95,-96.37013043775036
-42.00296,-22.945999999999998,-96.21848087134043
-42.00296,-22.942,-96.14268491604959
-42.00296,-22.938,-96.16610785141822
-42.00296,-22.934,-96.28067082899335
-42.00296,-22.93,-96.45016475447821
-42.0022,-22.97,-96.6275711885677
-42.0022,-22.965999999999998,-96.74837556275811
-42.0022,-22.962,-96.77970736040942
-42.0022,-22.958,-96.71082480031949
-42.0022,-22.954,-96.56329441794465
-42.0022,-22.95,-96.38449980186189
-42.0022,-22.945999999999998,-96.23196039958775
-42.0022,-22.942,-96.15418756291758
-42.0022,-22.938,-96.17518946847156
-42.0022,-22.934,-96.28764911994956
-42.0022,-22.93,-96.4560042799648
-42.00144,-22.97,-96.63221386095857
-42.00144,-22.965999999999998,-96.75426992387705
-42.00144,-22.962,-96.78781387561851
-42.00144,-22.958,-96.72140979186086
-42.00144,-22.954,-96.5758245658051
-42.00144,-22.95,-96.39780551084874
-42.00144,-22.945999999999998,-96.24462310614128
-42.00144,-22.942,-96.16500918009733
-42.00144,-22.938,-96.18357270878099
-42.00144,-22.934,-96.29376816250878
-42.00144,-22.93,-96.46073366085272
-42.00068,-22.97,-96.63541470437148
-42.00068,-22.965999999999998,-96.75850782853
-42.00068,-22.962,-96.79416247511584
-42.00068,-22.958,-96.7302836946924
-42.00068,-22.954,-96.58682797587909
-42.00068,-22.95,-96.40984830574084
-42.00068,-22.945999999999998,-96.25627874144638
-42.00068,-22.942,-96.17498683560491
-42.00068,-22.938,-96.19113131933086
-42.00068,-22.934,-96.29893611651693
-42.00068,-22.93,-96.46428256500224
-41.99992,-22.97,-96.63712619438236
-41.99992,-22.965999999999998,-96.76102689075275
-41.99992,-22.962,-96.79865950967528
-41.99992,-22.958,-96.73731492240216
-41.99992,-22.954,-96.59614061334565
-41.99992,-22.95,-96.42044779071742
-41.99992,-22.945999999999998,-96.26675195734364
-41.99992,-22.942,-96.18396984382598
-41.99992,-22.938,-96.19775077784949
-41.99992,-22.934,-96.30307459705244
-41.99992,-22.93,-96.46659749030434
-41.99916,-22.97,-96.63732227653895
-41.99916,-22.965999999999998,-96.76178975729057
-41.99916,-22.962,-96.80123854042016
-41.99916,-22.958,-96.74239916166502
-41.99916,-22.954,-96.60362358011464
-41.99916,-22.95,-96.42944503495104
-41.99916,-22.945999999999998,-96.27588488157987
-41.99916,-22.942,-96.19182201267847
-41.99916,-22.938,-96.20333002237322
-41.99916,-22.934,-96.3061198626627
-41.99916,-22.93,-96.46764255580356
-41.998400000000004,-22.97,-96.63599876625024
-41.998400000000004,-22.965999999999998,-96.76078462262677
-41.998400000000004,-22.962,-96.80186124091351
-41.998400000000004,-22.958,-96.74546081565033
-41.998400000000004,-22.954,-96.60916508204346
-41.998400000000004,-22.95,-96.4367048745837
-41.998400000000004,-22.945999999999998,-96.28353945479175
-41.998400000000004,-22.942,-96.19842370639059
-41.998400000000004,-22.938,-96.20778302339714
-41.998400000000004,-22.934,-96.30802383927683
-41.998400000000004,-22.93,-96.46740009069308
-41.997640000000004,-22.97,-96.63317348355339
-41.997640000000004,-22.965999999999998,-96.75802542162123
-41.997640000000004,-22.962,-96.80051793149255
-41.997640000000004,-22.958,-96.74645406084608
-41.997640000000004,-22.954,-96.61268202417472
-41.997640000000004,-22.95,-96.44211788665493
-41.997640000000004,-22.945999999999998,-96.2895994982518
-41.997640000000004,-22.942,-96.20367369311917
-41.997640000000004,-22.938,-96.21104017278346
-41.997640000000004,-22.934,-96.30875496120855
-41.997640000000004,-22.93,-96.46587100987695
-41.996880000000004,-22.97,-96.62888611666094
-41.996880000000004,-22.965999999999998,-96.75355169613375
-41.996880000000004,-22.962,-96.79722774059421
-41.996880000000004,-22.958,-96.74536350667094
-41.996880000000004,-22.954,-96.61412121587345
-41.996880000000004,-22.95,-96.44560200972782
-41.996880000000004,-22.945999999999998,-96.29397248278262
-41.996880000000004,-22.942,-96.20749074767613
-41.996880000000004,-22.938,-96.21304946365875
-41.996880000000004,-22.934,-96.30829881014759
-41.996880000000004,-22.93,-96.46307496427261
-41.99612,-22.97,-96.62319780852532
-41.99612,-22.965999999999998,-96.74742813305694
-41.99612,-22.962,-96.79203838973368
-41.99612,-22.958,-96.74220444992544
-41.99612,-22.954,-96.61346017083495
-41.99612,-22.95,-96.44710378896615
-41.99612,-22.945999999999998,-96.29659097167603
-41.99612,-22.942,-96.20981498118431
-41.99612,-22.938,-96.21377743621242
-41.99612,-22.934,-96.30665853313785
-41.99612,-22.93,-96.4590502540085
-41.99536,-22.97,-96.61619046152352
-41.99536,-22.965999999999998,-96.7397437725363
-41.99536,-22.962,-96.78502560082038
-41.99536,-22.958,-96.73702271881703
-41.99536,-22.954,-96.61070749006977
-41.99536,-22.95,-96.44659922661909
-41.99536,-22.945999999999998,-96.2974137132998
-41.99536,-22.942,-96.2106088716663
-41.99536,-22.938,-96.21320986576129
-41.99536,-22.934,-96.30385502144091
-41.99536,-22.93,-96.45385349335925
-41.9946,-22.97,-96.6079657569456
-41.9946,-22.965999999999998,-96.73061088701314
-41.9946,-22.962,-96.77629212681946
-41.9946,-22.958,-96.7298941041594
-41.9946,-22.954,-96.60590281929005
-41.9946,-22.95,-96.44409422238378
-41.9946,-22.945999999999998,-96.29642636243655
-41.9946,-22.942,-96.20985797248683
-41.9946,-22.938,-96.21135217178714
-41.9946,-22.934,-96.29992683403003
-41.9946,-22.93,-96.44755901783859
-41.99384,-22.97,-96.59864388842706
-41.99384,-22.965999999999998,-96.72016353425465
-41.99384,-22.962,-96.76596640956969
-41.99384,-22.958,-96.72092337856262
-41.99384,-22.954,-96.59911637577032
-41.99384,-22.95,-96.43962459205547
-41.99384,-22.945999999999998,-96.29364181336662
-41.99384,-22.942,-96.20757127929001
-41.99384,-22.938,-96.20822952996767
-41.99384,-22.934,-96.29492985235078
-41.99384,-22.93,-96.44025802644866
-41.99308,-22.97,-96.58836201187194
-41.99308,-22.965999999999998,-96.70855579085388
-41.99308,-22.962,-96.75420087198236
-41.99308,-22.958,-96.71024290813104
-41.99308,-22.954,-96.59044804385002
-41.99308,-22.95,-96.43325565732367
-41.99308,-22.945999999999998,-96.28910013232942
-41.99308,-22.942,-96.20378124063308
-41.99308,-22.938,-96.20388667352843
-41.99308,-22.934,-96.28893665695563
-41.99308,-22.93,-96.43205745573412
-41.99232,-22.97,-96.5772724187992
-41.99232,-22.965999999999998,-96.69595967684135
-41.99232,-22.962,-96.74116985596007
-41.99232,-22.958,-96.69801086547108
-41.99232,-22.954,-96.58002604287589
-41.99232,-22.95,-96.42508140459098
-41.99232,-22.945999999999998,-96.28286808229382
-41.99232,-22.942,-96.19854340289945
-41.99232,-22.938,-96.19838737551612
-41.99232,-22.934,-96.28203562164005
-41.99232,-22.93,-96.42307858698594
-41.99156,-22.97,-96.56554044533993
-41.99156,-22.965999999999998,-96.68256278703514
-41.99156,-22.962,-96.72706722220673
-41.99156,-22.958,-96.68440905772476
-41.99156,-22.954,-96.56800517658768
-41.99156,-22.95,-96.41522321628703
-41.99156,-22.945999999999998,-96.27503823891136
-41.99156,-22.942,-96.19193568620891
-41.99156,-22.938,-96.19181360972709
-41.99156,-22.934,-96.27432972666873
-41.99156,-22.93,-96.41345539359945
-41.9908,-22.97,-96.55334213518908
-41.9908,-22.965999999999998,-96.66856565047571
-41.9908,-22.962,-96.71210363361082
-41.9908,-22.958,-96.66964038887417
-41.9908,-22.954,-96.55456467872179
-41.9908,-22.95,-96.40382818429337
-41.9908,-22.945999999999998,-96.26572770303561
-41.9908,-22.942,-96.1840572948036
-41.9908,-22.938,-96.18426439486447
-41.9908,-22.934,-96.26593509940514
-41.9908,-22.93,-96.4033326420357
-41.99004,-22.97,-96.54086168145326
-41.99004,-22.965999999999998,-96.65417884558478
-41.99004,-22.962,-96.69650354995952
-41.99004,-22.958,-96.65392598163118
-41.99004,-22.954,-96.53990567587871
-41.99004,-22.95,-96.39106702169822
-41.99004,-22.945999999999998,-96.25507642214156
-41.99004,-22.942,-96.17502727260118
-41.99004,-22.938,-96.17585433381572
-41.99004,-22.934,-96.25697929790141
-41.99004,-22.93,-96.39286376683317
-41.98928,-22.97,-96.52828867926938
-41.98928,-22.965999999999998,-96.63961990532442
-41.98928,-22.962,-96.68050196820826
-41.98928,-22.958,-96.63750199070229
-41.98928,-22.954,-96.52424829535359
-41.98928,-22.95,-96.377131596032
-41.98928,-22.945999999999998,-96.24324514020283
-41.98928,-22.942,-96.16498272204848
-41.98928,-22.938,-96.16671186747564
-41.98928,-22.934,-96.24759936046722
-41.98928,-22.93,-96.38220854735366
-41.98852,-22.97,-96.5158152279619
-41.98852,-22.965999999999998,-96.62511005333455
-41.98852,-22.962,-96.66434094915839
-41.98852,-22.958,-96.62061614591391
-41.98852,-22.954,-96.50782845249857
-41.98852,-22.95,-96.36223211422522
-41.98852,-22.945999999999998,-96.23041300287359
-41.98852,-22.942,-96.15407671182913
-41.98852,-22.938,-96.15697726998079
-41.98852,-22.934,-96.23793965157815
-41.98852,-22.93,-96.37153062108948
-41.98776,-22.97,-96.50363292801612
-41.98776,-22.965999999999998,-96.6108708184748
-41.98776,-22.962,-96.64826597791146
-41.98776,-22.958,-96.60352407036575
-41.98776,-22.954,-96.4908943590659
-41.98776,-22.95,-96.34659399657102
-41.98776,-22.945999999999998,-96.21677485195144
-41.98776,-22.942,-96.14247590610206
-41.98776,-22.938,-96.1468004192526
-41.98776,-22.934,-96.2281495413495
-41.98776,-22.93,-96.36099487502342
-41.987,-22.97,-96.49192982389347
-41.987,-22.965999999999998,-96.59712058104948
-41.987,-22.962,-96.6325222115736
-41.987,-22.958,-96.58648542518837
-41.987,-22.954,-96.47370280063353
-41.987,-22.95,-96.3304544837412
-41.987,-22.945999999999998,-96.20253824982244
-41.987,-22.942,-96.13035795450297
-41.987,-22.938,-96.13633838304881
-41.987,-22.934,-96.21838096183436
-41.987,-22.93,-96.35076476235974
