x,y,m
-41.982,-22.938,-87.60026170070684
-41.982,-22.934,-86.37764895650324
-41.982,-22.93,-76.39384759692804
-41.980999999999995,-22.97,-75.03701570758828
-41.980999999999995,-22.965999999999998,-110.68310931265934
-41.980999999999995,-22.962,-130.88204492068587
-41.980999999999995,-22.958,-127.79366556390079
-41.980999999999995,-22.954,-110.81299431654973
-41.980999999999995,-22.95,-116.91490911800877
-41.980999999999995,-22.945999999999998,-117.34583757069848
-41.980999999999995,-22.942,-100.69461353638214
-41.980999999999995,-22.938,-72.51100619497448
-41.980999999999995,-22.934,-65.04071245447201
-41.980999999999995,-22.93,-57.77838060890641
-41.98,-22.97,-74.26540802403571
-41.98,-22.965999999999998,-114.48067058560677
-41.98,-22.962,-128.6494950854145
-41.98,-22.958,-124.18508967839571
-41.98,-22.954,-107.24544611381704
-41.98,-22.95,-117.72863515253044
-41.98,-22.945999999999998,-118.26223676519427
-41.98,-22.942,-91.31387742172632
-41.98,-22.938,-48.484905643410855
-41.98,-22.934,-31.59734802918757
-41.98,-22.93,-26.60156496720767
