-42.05 -23.05 -156.69680509568
-42.049000090909 -23.05 -159.124653981
-42.048000181818 -23.05 -161.69080406308
-42.047000272727 -23.05 -164.43020198247
-42.046000363636 -23.05 -167.51445424729
-42.045000454545 -23.05 -171.06714875037
-42.044000545455 -23.05 -175.11576657919
-42.043000636364 -23.05 -179.61324938352
-42.042000727273 -23.05 -184.26700559723
-42.041000818182 -23.05 -188.65252603423
-42.040000909091 -23.05 -191.67368714039
-42.039001 -23.05 -189.6201747366
-42.038001090909 -23.05 -190.86279558392
-42.037001181818 -23.05 -198.979114025
-42.036001272727 -23.05 -202.33995817772
-42.035001363636 -23.05 -204.65683913189
-42.034001454545 -23.05 -207.76240907743
-42.033001545455 -23.05 -211.87560527059
-42.032001636364 -23.05 -216.64095670287
-42.031001727273 -23.05 -221.03553522182
-42.030001818182 -23.05 -223.30839682361
-42.029001909091 -23.05 -222.30638893671
-42.028002 -23.05 -217.74968399408
-42.027002090909 -23.05 -209.23743751027
-42.026002181818 -23.05 -209.2551370256
-42.025002272727 -23.05 -203.09244299597
-42.024002363636 -23.05 -195.54976021197
-42.023002454545 -23.05 -188.87035421577
-42.022002545455 -23.05 -184.45359954086
-42.021002636364 -23.05 -182.91381341682
-42.020002727273 -23.05 -184.48038103362
-42.019002818182 -23.05 -188.77890295184
-42.018002909091 -23.05 -194.64000722683
-42.017003 -23.05 -199.94912692778
-42.016003090909 -23.05 -200.38531737742
-42.015003181818 -23.05 -210.34413769751
-42.014003272727 -23.05 -214.67010344828
-42.013003363636 -23.05 -216.72983623957
-42.012003454545 -23.05 -217.74713557314
-42.011003545455 -23.05 -218.08291230159
-42.010003636364 -23.05 -217.38041587642
-42.009003727273 -23.05 -214.22476080283
-42.008003818182 -23.05 -205.46517769695
-42.007003909091 -23.05 -204.64287060087
-42.006004 -23.05 -205.43774873434
-42.005004090909 -23.05 -206.09463577806
-42.004004181818 -23.05 -209.54578503357
-42.003004272727 -23.05 -207.09690681562
-42.002004363636 -23.05 -203.89605206419
-42.001004454545 -23.05 -201.11951975455
-42.000004545455 -23.05 -198.911897162
-41.999004636364 -23.05 -197.23218404476
-41.998004727273 -23.05 -195.95430985118
-41.997004818182 -23.05 -194.82447989532
-41.996004909091 -23.05 -193.52882487363
-41.995005 -23.05 -191.9125476568
-41.994005090909 -23.05 -189.95682814273
-41.993005181818 -23.05 -186.61585864408
-41.992005272727 -23.05 -182.52076813424
-41.991005363636 -23.05 -177.71869250317
-41.990005454545 -23.05 -172.17997689091
-41.989005545455 -23.05 -165.94837806613
-41.988005636364 -23.05 -159.31725649347
-41.987005727273 -23.05 -152.79094975752
-41.986005818182 -23.05 -147.36345638979
-41.985005909091 -23.05 -145.28090551952
-41.984006 -23.05 -152.93279749278
-41.983006090909 -23.05 -152.46605245058
-41.982006181818 -23.05 -139.82973176978
-41.981006272727 -23.05 -137.54502530795
-41.980006363636 -23.05 -138.94692495945
-41.979006454545 -23.05 -140.63445765449
-41.978006545455 -23.05 -140.42145121898
-41.977006636364 -23.05 -137.07645227876
-41.976006727273 -23.05 -130.86015355452
-41.975006818182 -23.05 -122.39309119125
-41.974006909091 -23.05 -113.11546589202
-41.973007 -23.05 -106.13597732694
-41.972007090909 -23.05 -111.89470445023
-41.971007181818 -23.05 -93.222856335599
-41.970007272727 -23.05 -95.842692456948
-41.969007363636 -23.05 -104.95877177474
-41.968007454545 -23.05 -113.34191525016
-41.967007545455 -23.05 -118.05358858682
-41.966007636364 -23.05 -117.5295586702
-41.965007727273 -23.05 -111.73949471602
-41.964007818182 -23.05 -102.87142090317
-41.963007909091 -23.05 -93.187914655228
-41.962008 -23.05 -86.931784284883
-41.961008090909 -23.05 -97.239712635124
-41.960008181818 -23.05 -82.197778577113
-41.959008272727 -23.05 -91.218237556585
-41.958008363636 -23.05 -106.03918138989
-41.957008454545 -23.05 -118.03424763165
-41.956008545455 -23.05 -122.2707268157
-41.955008636364 -23.05 -118.02174583624
-41.954008727273 -23.05 -105.85577889936
-41.953008818182 -23.05 -88.40184839408
-41.952008909091 -23.05 -71.106209640432
-41.951009 -23.05 -62.006050581778
-41.950009090909 -23.05 -80.521932939359
-41.949009181818 -23.05 -65.664531247456
-41.948009272727 -23.05 -78.091687313497
-41.947009363636 -23.05 -95.126993832654
-41.946009454545 -23.05 -106.36484282204
-41.945009545455 -23.05 -105.18339245504
-41.944009636364 -23.05 -87.36773931568
-41.943009727273 -23.05 -54.255863204548
-41.942009818182 -23.05 -7.9152808526797
-41.941009909091 -23.05 47.855875201988
-41.94001 -23.05 106.04243663299
-42.05 -23.049 -154.54176388659
-42.049000090909 -23.049 -157.57877005897
-42.048000181818 -23.049 -160.64235248933
-42.047000272727 -23.049 -163.85959048165
-42.046000363636 -23.049 -167.29076517071
-42.045000454545 -23.049 -171.01095997878
-42.044000545455 -23.049 -174.9340218125
-42.043000636364 -23.049 -178.89931655621
-42.042000727273 -23.049 -182.57905383545
-42.041000818182 -23.049 -185.44523656163
-42.040000909091 -23.049 -186.88861576045
-42.039001 -23.049 -186.74666446055
-42.038001090909 -23.049 -190.62243613593
-42.037001181818 -23.049 -194.78404764736
-42.036001272727 -23.049 -197.66813522282
-42.035001363636 -23.049 -200.52044280331
-42.034001454545 -23.049 -204.49407427694
-42.033001545455 -23.049 -209.99706273767
-42.032001636364 -23.049 -216.35913939936
-42.031001727273 -23.049 -222.49822673239
-42.030001818182 -23.049 -226.57944738938
-42.029001909091 -23.049 -226.42142667113
-42.028002 -23.049 -220.46867490779
-42.027002090909 -23.049 -213.48420157337
-42.026002181818 -23.049 -209.34722579133
-42.025002272727 -23.049 -202.48206586157
-42.024002363636 -23.049 -194.63459900558
-42.023002454545 -23.049 -187.48832160633
-42.022002545455 -23.049 -182.26298224181
-42.021002636364 -23.049 -179.66609661168
-42.020002727273 -23.049 -179.88413267768
-42.019002818182 -23.049 -182.79283246719
-42.018002909091 -23.049 -187.60234555093
-42.017003 -23.049 -192.85523453196
-42.016003090909 -23.049 -196.89031499363
-42.015003181818 -23.049 -202.49029441343
-42.014003272727 -23.049 -206.1651940889
-42.013003363636 -23.049 -208.47194656942
-42.012003454545 -23.049 -210.07709818073
-42.011003545455 -23.049 -211.08507368673
-42.010003636364 -23.049 -211.23029165225
-42.009003727273 -23.049 -209.77705414385
-42.008003818182 -23.049 -206.01936482982
