North(m),East(m),Anomalia Magnética(nT)
-2548349.0999999996,-4664109.0,-16.07965972183357
-2548271.4,-4664109.0,-12.4002313915918
-2548193.6999999997,-4664109.0,21.89304271172395
-2548116.0,-4664109.0,31.27584583469807
-2548038.3,-4664109.0,19.953384085622517
-2547960.6,-4664109.0,24.845628996377062
-2547882.9,-4664109.0,27.629818510611386
-2547805.1999999997,-4664109.0,12.541056882607906
-2547727.5,-4664109.0,0.5038506338076485
-2547649.8,-4664109.0,-6.522469348084633
-2547572.1,-4664109.0,-10.978234540334313
-2547494.4,-4664109.0,-13.200386936849139
-2547416.7,-4664109.0,-17.9698653667671
-2547339.0,-4664109.0,-30.906186779425077
-2547261.3,-4664109.0,-39.165813849714375
-2547183.5999999996,-4664109.0,-44.93257347541383
-2547105.9,-4664109.0,-57.772901639183246
-2547028.1999999997,-4664109.0,-66.12433676125146
-2546950.5,-4664109.0,-53.73045401775253
-2546872.8,-4664109.0,-34.71584396432671
-2546795.1,-4664109.0,-60.019951416426444
-2546717.4,-4664109.0,-92.05089675943097
-2546639.6999999997,-4664109.0,-96.61395174224926
-2546562.0,-4664109.0,-95.1729018197326
-2546484.3,-4664109.0,-91.16375884579844
-2546406.6,-4664109.0,-107.16110159951879
-2546328.9,-4664109.0,-140.85441228560873
-2546251.2,-4664109.0,-158.25747858875434
-2546173.4999999995,-4664109.0,-147.0158332773477
-2546095.8,-4664109.0,-135.7828347993772
-2546018.0999999996,-4664109.0,-129.2184327859302
-2545940.4,-4664109.0,-129.11162133859617
-2545862.6999999997,-4664109.0,-136.61438890581954
-2545785.0,-4664109.0,-135.54068132602288
-2549670.0,-4663998.0,-94.05302215573768
-2549592.3000000003,-4663998.0,-114.54250477251067
-2549514.5999999996,-4663998.0,-124.45312935328168
-2549436.9,-4663998.0,-135.35214261346445
-2549359.1999999997,-4663998.0,-156.1756735914499
-2549281.5,-4663998.0,-195.27865648715317
-2549203.8,-4663998.0,-237.10866922779556
-2549126.1,-4663998.0,-232.94255699695867
-2549048.4,-4663998.0,-202.85848882458484
-2548970.6999999997,-4663998.0,-218.93806523796056
-2548892.9999999995,-4663998.0,-259.93440938549855
-2548815.3,-4663998.0,-157.14739914161635
-2548737.5999999996,-4663998.0,-1.5232067074320041
-2548659.9,-4663998.0,83.3382220562871
-2548582.2,-4663998.0,99.9016219217563
-2548504.5,-4663998.0,71.90543362248815
-2548426.8,-4663998.0,45.832540756007425
-2548349.0999999996,-4663998.0,31.668586724703406
-2548271.4,-4663998.0,41.33918758350988
-2548193.6999999997,-4663998.0,61.18197953599215
-2548116.0,-4663998.0,59.168716517347804
-2548038.3,-4663998.0,39.63007501756889
-2547960.6,-4663998.0,40.98744151841249
-2547882.9,-4663998.0,53.614137636808
-2547805.1999999997,-4663998.0,46.31505568864671
-2547727.5,-4663998.0,33.03786034273411
-2547649.8,-4663998.0,26.597978853485667
-2547572.1,-4663998.0,22.11714318445599
-2547494.4,-4663998.0,15.373136085542086
-2547416.7,-4663998.0,5.012024006643468
-2547339.0,-4663998.0,-19.78605038973446
-2547261.3,-4663998.0,-31.527221468708436
-2547183.5999999996,-4663998.0,-29.753061045320305
-2547105.9,-4663998.0,-41.320171174298245
-2547028.1999999997,-4663998.0,-63.39804717801769
-2546950.5,-4663998.0,-66.84799250977217
-2546872.8,-4663998.0,-57.43050701901866
-2546795.1,-4663998.0,-66.44983087429087
-2546717.4,-4663998.0,-69.90137228279957
-2546639.6999999997,-4663998.0,-58.49503431323307
-2546562.0,-4663998.0,-53.28362399271173
-2546484.3,-4663998.0,-101.50171909765417
-2546406.6,-4663998.0,-143.1082492918072
-2546328.9,-4663998.0,-143.3027157694702
-2546251.2,-4663998.0,-148.38359787476125
-2546173.4999999995,-4663998.0,-153.8385994062003
-2546095.8,-4663998.0,-145.23068538491322
-2546018.0999999996,-4663998.0,-132.69743749107883
-2545940.4,-4663998.0,-134.31762500387018
-2545862.6999999997,-4663998.0,-149.78162905672247
-2545785.0,-4663998.0,-173.819502293636
-2549670.0,-4663887.0,-99.20921380692775
-2549592.3000000003,-4663887.0,-124.67470843216391
-2549514.5999999996,-4663887.0,-140.91952415029726
-2549436.9,-4663887.0,-152.2705824398046
-2549359.1999999997,-4663887.0,-164.67087552457863
-2549281.5,-4663887.0,-194.7672035086337
-2549203.8,-4663887.0,-233.234604842583
-2549126.1,-4663887.0,-257.6942970251503
-2549048.4,-4663887.0,-271.41455009869975
-2548970.6999999997,-4663887.0,-237.74280983243813
-2548892.9999999995,-4663887.0,-198.64216092058
-2548815.3,-4663887.0,-230.863017256633
-2548737.5999999996,-4663887.0,-236.020083342346
-2548659.9,-4663887.0,-146.51015622511855
-2548582.2,-4663887.0,-72.44621497340619
-2548504.5,-4663887.0,-5.07505207277307
-2548426.8,-4663887.0,36.298845320207725
-2548349.0999999996,-4663887.0,76.9246218084548
-2548271.4,-4663887.0,95.35477067938206
-2548193.6999999997,-4663887.0,81.923337110794
-2548116.0,-4663887.0,77.12931143613439
-2548038.3,-4663887.0,85.271733599631
-2547960.6,-4663887.0,85.25213573219017
-2547882.9,-4663887.0,78.70187863482053
-2547805.1999999997,-4663887.0,73.47960584006277
-2547727.5,-4663887.0,66.98019190358445
-2547649.8,-4663887.0,63.87485023671965
-2547572.1,-4663887.0,62.420268924682375
-2547494.4,-4663887.0,63.93191211581348
-2547416.7,-4663887.0,63.01490033656693
-2547339.0,-4663887.0,59.35158189982877
-2547261.3,-4663887.0,45.380768987463846
-2547183.5999999996,-4663887.0,16.38810118208793
-2547105.9,-4663887.0,-1.3098557696556177
-2547028.1999999997,-4663887.0,-11.025713657527474
-2546950.5,-4663887.0,-35.67123082453164
-2546872.8,-4663887.0,-55.3258187098509
-2546795.1,-4663887.0,-33.89897289693294
-2546717.4,-4663887.0,-15.261365312571877
-2546639.6999999997,-4663887.0,-54.08284233800028
-2546562.0,-4663887.0,-92.37992616409876
-2546484.3,-4663887.0,-91.46433022568958
-2546406.6,-4663887.0,-92.31938795365281
-2546328.9,-4663887.0,-97.59061074134294
-2546251.2,-4663887.0,-117.49963595031262
-2546173.4999999995,-4663887.0,-148.15578874061578
-2546095.8,-4663887.0,-158.1764022032629
-2546018.0999999996,-4663887.0,-153.81313478183372
-2545940.4,-4663887.0,-155.57427074293346
-2545862.6999999997,-4663887.0,-164.9797778169244
-2545785.0,-4663887.0,-169.62588836718965
-2549670.0,-4663776.0,-110.92210083133375
-2549592.3000000003,-4663776.0,-132.10589733269205
-2549514.5999999996,-4663776.0,-154.53124596451417
-2549436.9,-4663776.0,-169.33675105369198
-2549359.1999999997,-4663776.0,-180.12369867600822
-2549281.5,-4663776.0,-204.58897133790813
-2549203.8,-4663776.0,-240.75799082971864
-2549126.1,-4663776.0,-256.1203433117004
-2549048.4,-4663776.0,-246.55647326151794
-2548970.6999999997,-4663776.0,-238.2966701566883
-2548892.9999999995,-4663776.0,-245.39413166078688
-2548815.3,-4663776.0,-287.1236266938444
-2548737.5999999996,-4663776.0,-285.5717372519088
-2548659.9,-4663776.0,-115.83962454279472
-2548582.2,-4663776.0,66.94884322464583
-2548504.5,-4663776.0,125.42884711214528
-2548426.8,-4663776.0,119.64895095202024
-2548349.0999999996,-4663776.0,111.13266605732106
-2548271.4,-4663776.0,113.47981216713744
-2548193.6999999997,-4663776.0,114.73637326860228
-2548116.0,-4663776.0,108.5546331523193
-2548038.3,-4663776.0,100.96704467305499
-2547960.6,-4663776.0,104.1636942562671
-2547882.9,-4663776.0,109.27800044168666
-2547805.1999999997,-4663776.0,111.66716593054133
-2547727.5,-4663776.0,109.87436018320336
-2547649.8,-4663776.0,107.82331646518213
-2547572.1,-4663776.0,97.76915932854013
-2547494.4,-4663776.0,76.27305739704909
-2547416.7,-4663776.0,62.80674313452165
-2547339.0,-4663776.0,59.1044138439236
-2547261.3,-4663776.0,43.451773260010654
-2547183.5999999996,-4663776.0,6.633176180457985
-2547105.9,-4663776.0,-10.586940834913536
-2547028.1999999997,-4663776.0,-10.086935585046323
-2546950.5,-4663776.0,-21.73700591760776
-2546872.8,-4663776.0,-30.81471521702828
-2546795.1,-4663776.0,-35.897846663242305
-2546717.4,-4663776.0,-39.96751502612635
-2546639.6999999997,-4663776.0,-53.328984176917004
-2546562.0,-4663776.0,-62.57091675527369
-2546484.3,-4663776.0,-61.5751760593631
-2546406.6,-4663776.0,-68.2138932312301
-2546328.9,-4663776.0,-91.80729625629213
-2546251.2,-4663776.0,-119.81373105618401
-2546173.4999999995,-4663776.0,-143.66584526614238
-2546095.8,-4663776.0,-155.89243448009262
-2546018.0999999996,-4663776.0,-160.00340136245296
-2545940.4,-4663776.0,-158.26523966597716
-2545862.6999999997,-4663776.0,-156.1771069235736
-2545785.0,-4663776.0,-162.57461285170115
-2549670.0,-4663665.0,-119.51418184527148
-2549592.3000000003,-4663665.0,-137.60948116952943
-2549514.5999999996,-4663665.0,-158.63475900085822
-2549436.9,-4663665.0,-178.86707515228048
-2549359.1999999997,-4663665.0,-202.37429079583407
-2549281.5,-4663665.0,-225.95300177333758
-2549203.8,-4663665.0,-248.6187777095373
-2549126.1,-4663665.0,-272.1327605008618
-2549048.4,-4663665.0,-300.6719516875639
-2548970.6999999997,-4663665.0,-320.6090779472407
-2548892.9999999995,-4663665.0,-332.56058949357845
-2548815.3,-4663665.0,-327.89841816130786
-2548737.5999999996,-4663665.0,-272.00191078119286
-2548659.9,-4663665.0,-178.77642108107818
-2548582.2,-4663665.0,-98.58289623150839
-2548504.5,-4663665.0,15.610531223942536
-2548426.8,-4663665.0,65.94810662698559
-2548349.0999999996,-4663665.0,77.54342646337501
-2548271.4,-4663665.0,86.43978148663615
-2548193.6999999997,-4663665.0,109.29300640334294
-2548116.0,-4663665.0,118.39710321495659
-2548038.3,-4663665.0,117.31995898405906
-2547960.6,-4663665.0,132.7483965391175
-2547882.9,-4663665.0,151.2886022287017
-2547805.1999999997,-4663665.0,149.1069060909452
-2547727.5,-4663665.0,134.21480068147926
-2547649.8,-4663665.0,133.00469417304248
-2547572.1,-4663665.0,127.4424786266262
-2547494.4,-4663665.0,109.658768332801
-2547416.7,-4663665.0,95.83050884259667
-2547339.0,-4663665.0,103.20424024666237
-2547261.3,-4663665.0,100.9120035989641
-2547183.5999999996,-4663665.0,84.28265606592518
-2547105.9,-4663665.0,69.2227894231126
-2547028.1999999997,-4663665.0,57.68779066415866
-2546950.5,-4663665.0,28.21058041249037
-2546872.8,-4663665.0,-1.9608524085691301
-2546795.1,-4663665.0,-23.204776383704388
-2546717.4,-4663665.0,-36.05255253267757
-2546639.6999999997,-4663665.0,-28.255922114114583
-2546562.0,-4663665.0,-26.2790602327873
-2546484.3,-4663665.0,-43.94464126589634
-2546406.6,-4663665.0,-70.8196166675275
-2546328.9,-4663665.0,-98.35226812640612
-2546251.2,-4663665.0,-129.38929393540116
-2546173.4999999995,-4663665.0,-159.26088033031482
-2546095.8,-4663665.0,-163.46646038391327
-2546018.0999999996,-4663665.0,-153.27224462544538
-2545940.4,-4663665.0,-148.56199599867995
-2545862.6999999997,-4663665.0,-150.29048675729067
-2545785.0,-4663665.0,-151.21636051937216
-2549670.0,-4663554.0,-122.54055455320382
-2549592.3000000003,-4663554.0,-141.04063174822
-2549514.5999999996,-4663554.0,-161.8025350206392
-2549436.9,-4663554.0,-185.87099620256654
-2549359.1999999997,-4663554.0,-212.52957378962054
-2549281.5,-4663554.0,-236.27061726295193
-2549203.8,-4663554.0,-256.8860465813644
-2549126.1,-4663554.0,-287.9165997399843
-2549048.4,-4663554.0,-326.18436771242693
-2548970.6999999997,-4663554.0,-352.16666909338414
-2548892.9999999995,-4663554.0,-358.20468204977146
-2548815.3,-4663554.0,-350.3475242164283
-2548737.5999999996,-4663554.0,-309.5102684169547
-2548659.9,-4663554.0,-262.38545504771196
-2548582.2,-4663554.0,-195.17410681442362
-2548504.5,-4663554.0,-104.31310842600921
-2548426.8,-4663554.0,-29.952696111381048
-2548349.0999999996,-4663554.0,4.38810156325576
-2548271.4,-4663554.0,45.62749896751325
-2548193.6999999997,-4663554.0,101.64293424766791
-2548116.0,-4663554.0,137.89541500926583
-2548038.3,-4663554.0,150.28586351155215
-2547960.6,-4663554.0,145.45732886150995
-2547882.9,-4663554.0,144.14556586054783
-2547805.1999999997,-4663554.0,146.15058055339202
-2547727.5,-4663554.0,160.51209962063385
-2547649.8,-4663554.0,164.63714764886214
-2547572.1,-4663554.0,159.2485996044269
-2547494.4,-4663554.0,159.10025686246706
-2547416.7,-4663554.0,149.54835777196712
-2547339.0,-4663554.0,110.61502675086092
-2547261.3,-4663554.0,103.18495384151517
-2547183.5999999996,-4663554.0,96.35885003275853
-2547105.9,-4663554.0,78.7780511779211
-2547028.1999999997,-4663554.0,41.56135774056434
-2546950.5,-4663554.0,24.10012156973908
-2546872.8,-4663554.0,9.67834779825771
-2546795.1,-4663554.0,-2.323831121454872
-2546717.4,-4663554.0,-4.770697788834689
-2546639.6999999997,-4663554.0,-10.805004056231011
-2546562.0,-4663554.0,-23.71676572339759
-2546484.3,-4663554.0,-34.68857296408866
-2546406.6,-4663554.0,-54.468686800608054
-2546328.9,-4663554.0,-70.65320429292795
-2546251.2,-4663554.0,-99.58436250795589
-2546173.4999999995,-4663554.0,-132.0478464145682
-2546095.8,-4663554.0,-150.9968304074632
-2546018.0999999996,-4663554.0,-150.16893191608918
-2545940.4,-4663554.0,-145.865899344385
-2545862.6999999997,-4663554.0,-147.71676216995516
-2545785.0,-4663554.0,-146.34116409382577
-2549670.0,-4663443.0,-121.18663531326928
-2549592.3000000003,-4663443.0,-143.35904937520556
-2549514.5999999996,-4663443.0,-164.7325197429768
-2549436.9,-4663443.0,-189.59099380092266
-2549359.1999999997,-4663443.0,-214.91014640042633
-2549281.5,-4663443.0,-239.72915642165412
-2549203.8,-4663443.0,-268.372414591445
-2549126.1,-4663443.0,-302.15693815027447
-2549048.4,-4663443.0,-332.87979535166414
-2548970.6999999997,-4663443.0,-363.7944510695427
-2548892.9999999995,-4663443.0,-379.06382954853814
-2548815.3,-4663443.0,-374.259955566505
-2548737.5999999996,-4663443.0,-341.66924152125
-2548659.9,-4663443.0,-248.03036691962515
-2548582.2,-4663443.0,-206.08700147569522
-2548504.5,-4663443.0,-207.4095380278545
-2548426.8,-4663443.0,-213.67125610177885
-2548349.0999999996,-4663443.0,-177.8775108348829
-2548271.4,-4663443.0,-119.2803783652596
-2548193.6999999997,-4663443.0,-50.86403909095723
-2548116.0,-4663443.0,24.399690767155
-2548038.3,-4663443.0,89.6420893706367
-2547960.6,-4663443.0,140.6138636410645
-2547882.9,-4663443.0,150.92378792535484
-2547805.1999999997,-4663443.0,170.76638915279435
-2547727.5,-4663443.0,191.48463231466945
-2547649.8,-4663443.0,188.0306551684023
-2547572.1,-4663443.0,180.32584051048502
-2547494.4,-4663443.0,184.75473806582605
-2547416.7,-4663443.0,175.35224456400067
-2547339.0,-4663443.0,143.28889243221565
-2547261.3,-4663443.0,117.96310274960572
-2547183.5999999996,-4663443.0,118.53315426490747
-2547105.9,-4663443.0,101.3266472738237
-2547028.1999999997,-4663443.0,75.5367686175738
-2546950.5,-4663443.0,56.10366951005521
-2546872.8,-4663443.0,45.58348846568025
-2546795.1,-4663443.0,20.179297801874092
-2546717.4,-4663443.0,5.53649273842464
-2546639.6999999997,-4663443.0,-11.431442081771936
-2546562.0,-4663443.0,-21.5450984349869
-2546484.3,-4663443.0,-26.279594850396123
-2546406.6,-4663443.0,-30.97867724861882
-2546328.9,-4663443.0,-37.261904750624026
-2546251.2,-4663443.0,-73.79561219240902
-2546173.4999999995,-4663443.0,-138.57167228783416
-2546095.8,-4663443.0,-169.87905892919315
-2546018.0999999996,-4663443.0,-168.4750959739619
-2545940.4,-4663443.0,-153.7858311178159
-2545862.6999999997,-4663443.0,-144.94925420747174
-2545785.0,-4663443.0,-142.45323431597947
-2549670.0,-4663332.0,-118.04101946167492
-2549592.3000000003,-4663332.0,-135.83317956236237
-2549514.5999999996,-4663332.0,-158.01677523817585
-2549436.9,-4663332.0,-184.64774952214034
-2549359.1999999997,-4663332.0,-217.43167109397817
-2549281.5,-4663332.0,-246.49575152846154
-2549203.8,-4663332.0,-275.9916663843025
-2549126.1,-4663332.0,-306.16744326363437
-2549048.4,-4663332.0,-337.726769301227
-2548970.6999999997,-4663332.0,-369.5829309123093
-2548892.9999999995,-4663332.0,-396.5383597716254
-2548815.3,-4663332.0,-400.20786336762706
-2548737.5999999996,-4663332.0,-374.1388904922004
-2548659.9,-4663332.0,-309.1822443179396
-2548582.2,-4663332.0,-299.29991009646176
-2548504.5,-4663332.0,-406.16832354598455
-2548426.8,-4663332.0,-420.47175806037893
-2548349.0999999996,-4663332.0,-237.8954896701417
-2548271.4,-4663332.0,-148.29114078253937
-2548193.6999999997,-4663332.0,-123.84830813461618
-2548116.0,-4663332.0,-50.20589153166107
-2548038.3,-4663332.0,74.11095480844028
-2547960.6,-4663332.0,166.332636750919
-2547882.9,-4663332.0,176.23443882589888
-2547805.1999999997,-4663332.0,180.82362497643336
-2547727.5,-4663332.0,195.8244575217934
-2547649.8,-4663332.0,200.53165533079442
-2547572.1,-4663332.0,194.77923082594745
-2547494.4,-4663332.0,192.9626587601312
-2547416.7,-4663332.0,192.16751477332394
-2547339.0,-4663332.0,186.03828958400896
-2547261.3,-4663332.0,168.99393379141497
-2547183.5999999996,-4663332.0,147.57274117153415
-2547105.9,-4663332.0,128.7421571966881
-2547028.1999999997,-4663332.0,112.46175326679945
-2546950.5,-4663332.0,95.01225653760767
-2546872.8,-4663332.0,73.6993955678552
-2546795.1,-4663332.0,39.770307609124515
-2546717.4,-4663332.0,20.24968511116187
-2546639.6999999997,-4663332.0,10.246508800044033
-2546562.0,-4663332.0,-0.18462552516556555
-2546484.3,-4663332.0,-14.519789290347648
-2546406.6,-4663332.0,-31.90398582721374
-2546328.9,-4663332.0,-37.915459141884256
-2546251.2,-4663332.0,-64.13266791687505
-2546173.4999999995,-4663332.0,-99.14209490587899
-2546095.8,-4663332.0,-136.2497809300129
-2546018.0999999996,-4663332.0,-156.3765887690277
-2545940.4,-4663332.0,-150.12258177793024
-2545862.6999999997,-4663332.0,-138.50835992823235
-2545785.0,-4663332.0,-140.7873690565377
-2549670.0,-4663221.0,-112.59998320072162
-2549592.3000000003,-4663221.0,-126.84219598745479
-2549514.5999999996,-4663221.0,-148.98778271251504
-2549436.9,-4663221.0,-177.85367844141842
-2549359.1999999997,-4663221.0,-209.83050322232344
-2549281.5,-4663221.0,-241.7632470891387
-2549203.8,-4663221.0,-273.68366092052753
-2549126.1,-4663221.0,-305.36514556559445
-2549048.4,-4663221.0,-341.0122739931125
-2548970.6999999997,-4663221.0,-372.59958660138597
-2548892.9999999995,-4663221.0,-392.92944294420255
-2548815.3,-4663221.0,-405.68683924821556
-2548737.5999999996,-4663221.0,-398.5474682354966
-2548659.9,-4663221.0,-361.4501109025038
-2548582.2,-4663221.0,-359.67444293408437
-2548504.5,-4663221.0,-431.90840507167724
-2548426.8,-4663221.0,-414.7637146142776
-2548349.0999999996,-4663221.0,-308.97610993242887
-2548271.4,-4663221.0,-278.8297543534536
-2548193.6999999997,-4663221.0,-251.35734891547617
-2548116.0,-4663221.0,-162.9223871848334
-2548038.3,-4663221.0,-50.711758271255235
-2547960.6,-4663221.0,53.23289777691689
-2547882.9,-4663221.0,99.79372381672603
-2547805.1999999997,-4663221.0,133.39091915406775
-2547727.5,-4663221.0,179.946033010912
-2547649.8,-4663221.0,202.388213698698
-2547572.1,-4663221.0,210.4731305658836
-2547494.4,-4663221.0,208.2277689953512
-2547416.7,-4663221.0,204.8873212204998
-2547339.0,-4663221.0,205.68425921954855
-2547261.3,-4663221.0,192.4473366837821
-2547183.5999999996,-4663221.0,160.89468120241085
-2547105.9,-4663221.0,126.11776705031127
-2547028.1999999997,-4663221.0,108.86487270970697
-2546950.5,-4663221.0,89.6389385962574
-2546872.8,-4663221.0,62.31934391032145
-2546795.1,-4663221.0,13.688817768766958
-2546717.4,-4663221.0,-11.870707215269604
-2546639.6999999997,-4663221.0,-2.648189395009372
-2546562.0,-4663221.0,1.2085158205596511
-2546484.3,-4663221.0,-18.838690736727788
-2546406.6,-4663221.0,-31.77742397305228
-2546328.9,-4663221.0,-35.514739534056645
-2546251.2,-4663221.0,-38.801331829069305
-2546173.4999999995,-4663221.0,-42.94640319333682
-2546095.8,-4663221.0,-65.48417750842182
-2546018.0999999996,-4663221.0,-108.4278560580047
-2545940.4,-4663221.0,-128.63341525270576
-2545862.6999999997,-4663221.0,-148.5378917491267
-2545785.0,-4663221.0,-142.79859331569094
-2549670.0,-4663110.0,-111.05514038378986
-2549592.3000000003,-4663110.0,-124.10890841257797
-2549514.5999999996,-4663110.0,-145.2325691068257
-2549436.9,-4663110.0,-169.45847107315623
-2549359.1999999997,-4663110.0,-198.5207855548997
-2549281.5,-4663110.0,-230.20738276660182
-2549203.8,-4663110.0,-263.99862543127557
-2549126.1,-4663110.0,-289.18450301497217
-2549048.4,-4663110.0,-320.36449249484076
-2548970.6999999997,-4663110.0,-359.35256183558784
-2548892.9999999995,-4663110.0,-388.35542433129166
-2548815.3,-4663110.0,-411.306071587912
-2548737.5999999996,-4663110.0,-415.41107602130495
-2548659.9,-4663110.0,-401.11367399095514
-2548582.2,-4663110.0,-359.96375534153697
-2548504.5,-4663110.0,-319.608558916161
-2548426.8,-4663110.0,-361.9442873779006
-2548349.0999999996,-4663110.0,-514.8978927909149
-2548271.4,-4663110.0,-539.7358554280947
-2548193.6999999997,-4663110.0,-410.85098262335583
-2548116.0,-4663110.0,-258.6602392968455
-2548038.3,-4663110.0,-198.04671867157515
-2547960.6,-4663110.0,-84.77974789171246
-2547882.9,-4663110.0,39.55505025673322
-2547805.1999999997,-4663110.0,139.74774441334066
-2547727.5,-4663110.0,172.37433894778243
-2547649.8,-4663110.0,195.81300357899426
-2547572.1,-4663110.0,211.87025666701
-2547494.4,-4663110.0,212.92492187202583
-2547416.7,-4663110.0,212.90122361773368
-2547339.0,-4663110.0,209.92512068938424
-2547261.3,-4663110.0,196.74702452337965
-2547183.5999999996,-4663110.0,174.54926628818384
-2547105.9,-4663110.0,152.22183846534404
-2547028.1999999997,-4663110.0,125.00211138407805
-2546950.5,-4663110.0,106.69732318183279
-2546872.8,-4663110.0,80.69839599535784
-2546795.1,-4663110.0,49.92869813005002
-2546717.4,-4663110.0,0.6269341269938415
-2546639.6999999997,-4663110.0,-17.08405976357483
-2546562.0,-4663110.0,-6.0059191188293175
-2546484.3,-4663110.0,-8.576638637531948
-2546406.6,-4663110.0,-11.02427861357405
-2546328.9,-4663110.0,-21.576101721152455
-2546251.2,-4663110.0,-35.24839743086662
-2546173.4999999995,-4663110.0,-46.4836743993489
-2546095.8,-4663110.0,-57.38049304853718
-2546018.0999999996,-4663110.0,-79.0596369210947
-2545940.4,-4663110.0,-114.96377829734564
-2545862.6999999997,-4663110.0,-146.7288834086407
-2545785.0,-4663110.0,-150.86154311541515
-2549670.0,-4662999.0,-99.77930042911895
-2549592.3000000003,-4662999.0,-114.6683025561587
-2549514.5999999996,-4662999.0,-131.9228169552149
-2549436.9,-4662999.0,-154.08410454960216
-2549359.1999999997,-4662999.0,-186.34189277117287
-2549281.5,-4662999.0,-220.72223561937298
-2549203.8,-4662999.0,-250.4460630583051
-2549126.1,-4662999.0,-276.1932002088342
-2549048.4,-4662999.0,-292.132383587655
-2548970.6999999997,-4662999.0,-333.4594642649514
-2548892.9999999995,-4662999.0,-382.3505307203502
-2548815.3,-4662999.0,-409.9032892427789
-2548737.5999999996,-4662999.0,-425.7668714804732
-2548659.9,-4662999.0,-432.92954551594255
-2548582.2,-4662999.0,-410.0591278179621
-2548504.5,-4662999.0,-342.9178957432323
-2548426.8,-4662999.0,-351.7359307904887
-2548349.0999999996,-4662999.0,-461.9050166600698
-2548271.4,-4662999.0,-522.0475949306059
-2548193.6999999997,-4662999.0,-330.8357091022777
-2548116.0,-4662999.0,-259.5074493774364
-2548038.3,-4662999.0,-254.2472845777869
-2547960.6,-4662999.0,-150.0458312014532
-2547882.9,-4662999.0,-2.8101546290817874
-2547805.1999999997,-4662999.0,92.31096068215102
-2547727.5,-4662999.0,121.04859961146626
-2547649.8,-4662999.0,163.67148176431894
-2547572.1,-4662999.0,198.5592536216948
-2547494.4,-4662999.0,209.47277494057386
-2547416.7,-4662999.0,216.08004087865825
-2547339.0,-4662999.0,215.73348130744753
-2547261.3,-4662999.0,194.55644740254863
-2547183.5999999996,-4662999.0,159.4661425503545
-2547105.9,-4662999.0,145.06093698521852
-2547028.1999999997,-4662999.0,146.91182266026564
-2546950.5,-4662999.0,120.04758263078952
-2546872.8,-4662999.0,89.51803449581622
-2546795.1,-4662999.0,72.15559408378732
-2546717.4,-4662999.0,62.664812337046925
-2546639.6999999997,-4662999.0,18.36460554024724
-2546562.0,-4662999.0,-8.146269818652408
-2546484.3,-4662999.0,-0.32146373547094276
-2546406.6,-4662999.0,-0.13518269911524589
-2546328.9,-4662999.0,-20.931460153696108
-2546251.2,-4662999.0,-37.87141798200408
-2546173.4999999995,-4662999.0,-49.700822150187086
-2546095.8,-4662999.0,-55.89963772872324
-2546018.0999999996,-4662999.0,-63.351522960069644
-2545940.4,-4662999.0,-82.07732628600203
-2545862.6999999997,-4662999.0,-110.69955098570918
-2545785.0,-4662999.0,-131.24473836711758
-2549670.0,-4662888.0,-87.19510880306538
-2549592.3000000003,-4662888.0,-101.46245618902856
-2549514.5999999996,-4662888.0,-121.47475701305912
-2549436.9,-4662888.0,-141.56217985610394
-2549359.1999999997,-4662888.0,-163.39104175903142
-2549281.5,-4662888.0,-193.45479821613202
-2549203.8,-4662888.0,-229.07660893567515
-2549126.1,-4662888.0,-260.8224942396336
-2549048.4,-4662888.0,-290.41651270740323
-2548970.6999999997,-4662888.0,-322.012721226997
-2548892.9999999995,-4662888.0,-360.8582293256116
-2548815.3,-4662888.0,-389.5754918025601
-2548737.5999999996,-4662888.0,-413.86784725832155
-2548659.9,-4662888.0,-427.5579999619685
-2548582.2,-4662888.0,-420.2295599907018
-2548504.5,-4662888.0,-407.5028360551891
-2548426.8,-4662888.0,-387.73054528158895
-2548349.0999999996,-4662888.0,-355.61819634250276
-2548271.4,-4662888.0,-370.4264271280799
-2548193.6999999997,-4662888.0,-431.9251452048447
-2548116.0,-4662888.0,-409.6714895154313
-2548038.3,-4662888.0,-363.70742591900387
-2547960.6,-4662888.0,-271.94834960760465
-2547882.9,-4662888.0,-180.10252759837402
-2547805.1999999997,-4662888.0,-65.59833220177757
-2547727.5,-4662888.0,46.33021583735009
-2547649.8,-4662888.0,120.21820945616061
-2547572.1,-4662888.0,166.00101984163874
-2547494.4,-4662888.0,194.54977895578324
-2547416.7,-4662888.0,210.99501710963017
-2547339.0,-4662888.0,218.15389286891585
-2547261.3,-4662888.0,207.97323154004556
-2547183.5999999996,-4662888.0,170.6065112322461
-2547105.9,-4662888.0,158.97423065761242
-2547028.1999999997,-4662888.0,159.43219874131964
-2546950.5,-4662888.0,129.10390864448883
-2546872.8,-4662888.0,72.5939381147382
-2546795.1,-4662888.0,57.427930891989334
-2546717.4,-4662888.0,32.3512527478495
-2546639.6999999997,-4662888.0,-5.09389434193039
-2546562.0,-4662888.0,-19.729544981566026
-2546484.3,-4662888.0,-17.699896075807942
-2546406.6,-4662888.0,-9.29434081145207
-2546328.9,-4662888.0,-17.787471125763187
-2546251.2,-4662888.0,-31.971360050254123
-2546173.4999999995,-4662888.0,-37.60635948944215
-2546095.8,-4662888.0,-49.68576077458786
-2546018.0999999996,-4662888.0,-65.62408628602896
-2545940.4,-4662888.0,-75.13615682838248
-2545862.6999999997,-4662888.0,-83.27045579986898
