North(m),East(m),Anomalia Magnética(nT)
-2548504.5,-4661555.999999999,-254.98317745184863
-2548426.8,-4661555.999999999,-280.52713420472804
-2548349.0999999996,-4661555.999999999,-311.28713377995814
-2548271.4,-4661555.999999999,-334.0743284530182
-2548193.6999999997,-4661555.999999999,-335.55887690274903
-2548116.0,-4661555.999999999,-321.31072150793784
-2548038.3,-4661555.999999999,-298.293683394975
-2547960.6,-4661555.999999999,-275.0020892256074
-2547882.9,-4661555.999999999,-257.6993713722182
-2547805.1999999997,-4661555.999999999,-232.28015789560303
-2547727.5,-4661555.999999999,-205.51042364040285
-2547649.8,-4661555.999999999,-185.36624291237865
-2547572.1,-4661555.999999999,-165.28480764790802
-2547494.4,-4661555.999999999,-135.71529545291887
-2547416.7,-4661555.999999999,-108.65051317373539
-2547339.0,-4661555.999999999,-92.57173022061797
-2547261.3,-4661555.999999999,-73.37842512466982
-2547183.5999999996,-4661555.999999999,-40.85709234819852
-2547105.9,-4661555.999999999,-18.462969470634114
-2547028.1999999997,-4661555.999999999,-7.677515313519746
-2546950.5,-4661555.999999999,6.639147285560976
-2546872.8,-4661555.999999999,25.02011736878146
-2546795.1,-4661555.999999999,32.36364563876277
-2546717.4,-4661555.999999999,30.878880146912945
-2546639.6999999997,-4661555.999999999,28.601481207512972
-2546562.0,-4661555.999999999,19.14422892711954
-2546484.3,-4661555.999999999,5.958633920386953
-2546406.6,-4661555.999999999,-5.122690602139574
-2546328.9,-4661555.999999999,-5.697354652880021
-2546251.2,-4661555.999999999,-10.515365438592907
-2546173.4999999995,-4661555.999999999,-21.361422695931193
-2546095.8,-4661555.999999999,-29.765259712867294
-2546018.0999999996,-4661555.999999999,-35.83760595968711
-2545940.4,-4661555.999999999,-39.954411044896304
-2545862.6999999997,-4661555.999999999,-44.302627240466464
-2545785.0,-4661555.999999999,-52.34537640154925
-2549670.0,-4661445.0,-60.28202442417192
-2549592.3000000003,-4661445.0,-68.44917046466452
-2549514.5999999996,-4661445.0,-71.3331541987364
-2549436.9,-4661445.0,-75.52527952320253
-2549359.1999999997,-4661445.0,-85.19634191807585
-2549281.5,-4661445.0,-97.69203652453933
-2549203.8,-4661445.0,-111.56544671464141
-2549126.1,-4661445.0,-125.56069441556056
-2549048.4,-4661445.0,-138.79795184715806
-2548970.6999999997,-4661445.0,-151.24342634674923
-2548892.9999999995,-4661445.0,-163.3804015209237
-2548815.3,-4661445.0,-177.46192510579513
-2548737.5999999996,-4661445.0,-193.8329040622151
-2548659.9,-4661445.0,-214.78980459382865
-2548582.2,-4661445.0,-237.41057189398038
-2548504.5,-4661445.0,-256.9045025043596
-2548426.8,-4661445.0,-276.06053670752107
-2548349.0999999996,-4661445.0,-293.7906010825656
-2548271.4,-4661445.0,-314.63444796689004
-2548193.6999999997,-4661445.0,-336.32138381560685
-2548116.0,-4661445.0,-337.37634872826504
-2548038.3,-4661445.0,-320.4025973434108
-2547960.6,-4661445.0,-293.07878640800783
-2547882.9,-4661445.0,-262.68775146946723
-2547805.1999999997,-4661445.0,-233.33692740379357
-2547727.5,-4661445.0,-208.61295934400727
-2547649.8,-4661445.0,-195.4945752721996
-2547572.1,-4661445.0,-174.42703997923402
-2547494.4,-4661445.0,-133.09402450059468
-2547416.7,-4661445.0,-108.29029421299533
-2547339.0,-4661445.0,-110.95388707926287
-2547261.3,-4661445.0,-98.27316146888414
-2547183.5999999996,-4661445.0,-67.30935400856772
-2547105.9,-4661445.0,-35.469841324826156
-2547028.1999999997,-4661445.0,-11.665491332459371
-2546950.5,-4661445.0,-19.830964012426595
-2546872.8,-4661445.0,-42.407410818963044
-2546795.1,-4661445.0,-35.39389023851962
-2546717.4,-4661445.0,-11.456467894900912
-2546639.6999999997,-4661445.0,7.570069542607436
-2546562.0,-4661445.0,10.303736809299897
-2546484.3,-4661445.0,-3.134969842163565
-2546406.6,-4661445.0,-17.548270695535866
-2546328.9,-4661445.0,-27.594929632445314
-2546251.2,-4661445.0,-32.41908321234032
-2546173.4999999995,-4661445.0,-35.14497930523885
-2546095.8,-4661445.0,-37.533474345896956
-2546018.0999999996,-4661445.0,-40.28836914417333
-2545940.4,-4661445.0,-43.90865072623553
-2545862.6999999997,-4661445.0,-48.65704682581333
-2545785.0,-4661445.0,-54.293099393927825
-2549670.0,-4661334.0,-48.76733061975417
-2549592.3000000003,-4661334.0,-48.517473647153224
-2549514.5999999996,-4661334.0,-69.43587790420699
-2549436.9,-4661334.0,-83.14006364208205
-2549359.1999999997,-4661334.0,-86.27065143334663
-2549281.5,-4661334.0,-94.95865099808967
-2549203.8,-4661334.0,-109.64099299683788
-2549126.1,-4661334.0,-124.42246968838309
-2549048.4,-4661334.0,-138.51113397503818
-2548970.6999999997,-4661334.0,-154.2707167713854
-2548892.9999999995,-4661334.0,-170.4337786141231
-2548815.3,-4661334.0,-184.83491754462867
-2548737.5999999996,-4661334.0,-198.74915397357688
-2548659.9,-4661334.0,-214.3353650040583
-2548582.2,-4661334.0,-233.23849559779927
-2548504.5,-4661334.0,-256.24429239389616
-2548426.8,-4661334.0,-276.7646413167429
-2548349.0999999996,-4661334.0,-293.04246648130413
-2548271.4,-4661334.0,-312.6212066503195
-2548193.6999999997,-4661334.0,-330.30077583746373
-2548116.0,-4661334.0,-331.5633716197751
-2548038.3,-4661334.0,-318.020994686612
-2547960.6,-4661334.0,-301.34517037926935
-2547882.9,-4661334.0,-280.2569371473619
-2547805.1999999997,-4661334.0,-254.88188621571322
-2547727.5,-4661334.0,-230.88703573723328
-2547649.8,-4661334.0,-209.7074801317544
-2547572.1,-4661334.0,-190.56133212513123
-2547494.4,-4661334.0,-176.57837348764238
-2547416.7,-4661334.0,-156.0242794510364
-2547339.0,-4661334.0,-113.5687174182476
-2547261.3,-4661334.0,-93.81786691796141
-2547183.5999999996,-4661334.0,-95.89556765953915
-2547105.9,-4661334.0,-80.22654810522498
-2547028.1999999997,-4661334.0,-56.84714795015322
-2546950.5,-4661334.0,-59.21494675323604
-2546872.8,-4661334.0,-74.73881200594036
-2546795.1,-4661334.0,-58.3681071295998
-2546717.4,-4661334.0,-26.714172167394395
-2546639.6999999997,-4661334.0,-20.592810016189336
-2546562.0,-4661334.0,-24.237907124473917
-2546484.3,-4661334.0,-28.78849158417232
-2546406.6,-4661334.0,-33.26182925222915
-2546328.9,-4661334.0,-36.069804344956154
-2546251.2,-4661334.0,-38.50234084143641
-2546173.4999999995,-4661334.0,-40.181251164097105
-2546095.8,-4661334.0,-42.136145444680025
-2546018.0999999996,-4661334.0,-45.80209430103673
-2545940.4,-4661334.0,-48.75243964150219
-2545862.6999999997,-4661334.0,-52.318177075189546
-2545785.0,-4661334.0,-57.58834589263479
-2549670.0,-4661222.999999999,-58.04752094526149
-2549592.3000000003,-4661222.999999999,-73.394384114469
-2549514.5999999996,-4661222.999999999,-87.27952222781163
-2549436.9,-4661222.999999999,-93.87517950311485
-2549359.1999999997,-4661222.999999999,-90.56679993019029
-2549281.5,-4661222.999999999,-94.43057672460736
-2549203.8,-4661222.999999999,-105.7194774351289
-2549126.1,-4661222.999999999,-114.67271508431256
-2549048.4,-4661222.999999999,-130.52761100715287
-2548970.6999999997,-4661222.999999999,-149.0912513058453
-2548892.9999999995,-4661222.999999999,-167.1049548570082
-2548815.3,-4661222.999999999,-184.14198070766906
-2548737.5999999996,-4661222.999999999,-199.2858638465631
-2548659.9,-4661222.999999999,-213.97041413079162
-2548582.2,-4661222.999999999,-231.41349679633208
-2548504.5,-4661222.999999999,-252.58263435750348
-2548426.8,-4661222.999999999,-274.333529265963
-2548349.0999999996,-4661222.999999999,-292.87764044976893
-2548271.4,-4661222.999999999,-307.2490959863375
-2548193.6999999997,-4661222.999999999,-316.173830526588
-2548116.0,-4661222.999999999,-312.91763727174884
-2548038.3,-4661222.999999999,-295.7835229897834
-2547960.6,-4661222.999999999,-281.46331321741314
-2547882.9,-4661222.999999999,-265.45426865005373
-2547805.1999999997,-4661222.999999999,-237.72371517733464
-2547727.5,-4661222.999999999,-205.80688876469145
-2547649.8,-4661222.999999999,-189.55602506179363
-2547572.1,-4661222.999999999,-180.24315016019247
-2547494.4,-4661222.999999999,-175.3905313653075
-2547416.7,-4661222.999999999,-154.1090306765092
-2547339.0,-4661222.999999999,-123.02639793971214
-2547261.3,-4661222.999999999,-106.03472029339089
-2547183.5999999996,-4661222.999999999,-109.38609083402243
-2547105.9,-4661222.999999999,-99.3233943873717
-2547028.1999999997,-4661222.999999999,-76.28070066250548
-2546950.5,-4661222.999999999,-67.78920691860914
-2546872.8,-4661222.999999999,-63.32274926250717
-2546795.1,-4661222.999999999,-69.5466175607753
-2546717.4,-4661222.999999999,-69.62723172445655
-2546639.6999999997,-4661222.999999999,-66.68512922752411
-2546562.0,-4661222.999999999,-60.60256641723794
-2546484.3,-4661222.999999999,-53.63543909947307
-2546406.6,-4661222.999999999,-49.63724109965634
-2546328.9,-4661222.999999999,-50.329402655361335
-2546251.2,-4661222.999999999,-51.20890182088364
-2546173.4999999995,-4661222.999999999,-50.54893872820155
-2546095.8,-4661222.999999999,-51.41473739693282
-2546018.0999999996,-4661222.999999999,-51.82205103452355
-2545940.4,-4661222.999999999,-54.245978669159186
-2545862.6999999997,-4661222.999999999,-57.819143013385656
-2545785.0,-4661222.999999999,-61.39239842580219
-2549670.0,-4661112.0,-61.540846906390016
-2549592.3000000003,-4661112.0,-72.43587124006264
-2549514.5999999996,-4661112.0,-86.11021375781824
-2549436.9,-4661112.0,-100.17956579511626
-2549359.1999999997,-4661112.0,-121.98372943479771
-2549281.5,-4661112.0,-135.21837734654457
-2549203.8,-4661112.0,-115.6133142971922
-2549126.1,-4661112.0,-105.9313730332408
-2549048.4,-4661112.0,-118.16257592521431
-2548970.6999999997,-4661112.0,-142.8731582958532
-2548892.9999999995,-4661112.0,-166.9324450159049
-2548815.3,-4661112.0,-182.08620457639995
-2548737.5999999996,-4661112.0,-193.67620123999666
-2548659.9,-4661112.0,-205.81497141504866
-2548582.2,-4661112.0,-221.0098246655147
-2548504.5,-4661112.0,-240.6877591466352
-2548426.8,-4661112.0,-261.57847525872154
-2548349.0999999996,-4661112.0,-281.05456050664174
-2548271.4,-4661112.0,-294.1917469405155
-2548193.6999999997,-4661112.0,-296.5873028278959
-2548116.0,-4661112.0,-294.2115394921088
-2548038.3,-4661112.0,-291.8496754534357
-2547960.6,-4661112.0,-276.88806702364894
-2547882.9,-4661112.0,-255.3784790162205
-2547805.1999999997,-4661112.0,-233.85867861524008
-2547727.5,-4661112.0,-211.40362500748327
-2547649.8,-4661112.0,-195.67891660044467
-2547572.1,-4661112.0,-185.1820930540544
-2547494.4,-4661112.0,-173.06543371469593
-2547416.7,-4661112.0,-160.87861152484996
-2547339.0,-4661112.0,-142.45197473490617
-2547261.3,-4661112.0,-127.0192222857214
-2547183.5999999996,-4661112.0,-107.67699147385721
-2547105.9,-4661112.0,-98.8562888339056
-2547028.1999999997,-4661112.0,-98.68107781287405
-2546950.5,-4661112.0,-90.60902785816577
-2546872.8,-4661112.0,-84.90691697129274
-2546795.1,-4661112.0,-90.52010240154145
-2546717.4,-4661112.0,-93.32660192542544
-2546639.6999999997,-4661112.0,-89.43721038746786
-2546562.0,-4661112.0,-83.45076889957208
-2546484.3,-4661112.0,-78.46464187604106
-2546406.6,-4661112.0,-71.64587294636878
-2546328.9,-4661112.0,-60.5546737019009
-2546251.2,-4661112.0,-56.694707738035916
-2546173.4999999995,-4661112.0,-56.25310314909743
-2546095.8,-4661112.0,-58.792922079374364
-2546018.0999999996,-4661112.0,-61.24398338679404
-2545940.4,-4661112.0,-63.89715340993962
-2545862.6999999997,-4661112.0,-67.45195331277303
-2545785.0,-4661112.0,-70.31680825951383
-2549670.0,-4661001.0,-55.337902649878004
-2549592.3000000003,-4661001.0,-63.96330902462863
-2549514.5999999996,-4661001.0,-82.36702516366552
-2549436.9,-4661001.0,-104.86864578917216
-2549359.1999999997,-4661001.0,-125.59533913276809
-2549281.5,-4661001.0,-120.36160513217631
-2549203.8,-4661001.0,-108.4048246465343
-2549126.1,-4661001.0,-103.31413103958039
-2549048.4,-4661001.0,-108.52849033483744
-2548970.6999999997,-4661001.0,-130.38553999963506
-2548892.9999999995,-4661001.0,-160.50191838276095
-2548815.3,-4661001.0,-176.91925983972007
-2548737.5999999996,-4661001.0,-184.548398256636
-2548659.9,-4661001.0,-198.83585290828242
-2548582.2,-4661001.0,-211.76498737683985
-2548504.5,-4661001.0,-223.22426056472966
-2548426.8,-4661001.0,-238.96764031036616
-2548349.0999999996,-4661001.0,-256.1837029186241
-2548271.4,-4661001.0,-267.1775626752682
-2548193.6999999997,-4661001.0,-271.1495457114096
-2548116.0,-4661001.0,-272.2734907550597
-2548038.3,-4661001.0,-268.9232383952453
-2547960.6,-4661001.0,-254.59520119164256
-2547882.9,-4661001.0,-233.07519355279226
-2547805.1999999997,-4661001.0,-217.50611343193788
-2547727.5,-4661001.0,-203.0268635481896
-2547649.8,-4661001.0,-182.38102113876135
-2547572.1,-4661001.0,-166.9882635316075
-2547494.4,-4661001.0,-158.06004475378137
-2547416.7,-4661001.0,-150.29279185321968
-2547339.0,-4661001.0,-141.06981928909485
-2547261.3,-4661001.0,-125.39276990123506
-2547183.5999999996,-4661001.0,-109.4719043918169
-2547105.9,-4661001.0,-106.64016058499124
-2547028.1999999997,-4661001.0,-107.59762870172442
-2546950.5,-4661001.0,-104.10286605950098
-2546872.8,-4661001.0,-99.2911727219425
-2546795.1,-4661001.0,-101.98540646459075
-2546717.4,-4661001.0,-103.01017523117237
-2546639.6999999997,-4661001.0,-101.45469359595614
-2546562.0,-4661001.0,-99.67203348180395
-2546484.3,-4661001.0,-99.15426279063664
-2546406.6,-4661001.0,-93.17599324270336
-2546328.9,-4661001.0,-76.79178718179026
-2546251.2,-4661001.0,-69.17678361259168
-2546173.4999999995,-4661001.0,-74.15261277382639
-2546095.8,-4661001.0,-76.28150534229523
-2546018.0999999996,-4661001.0,-75.69585101913148
-2545940.4,-4661001.0,-78.11305010475537
-2545862.6999999997,-4661001.0,-82.48411565785888
-2545785.0,-4661001.0,-81.4345983509793
-2549670.0,-4660889.999999999,-58.06056239993412
-2549592.3000000003,-4660889.999999999,-62.45482714206071
-2549514.5999999996,-4660889.999999999,-76.12654146811569
-2549436.9,-4660889.999999999,-94.48212753231687
-2549359.1999999997,-4660889.999999999,-113.83614104020756
-2549281.5,-4660889.999999999,-125.87322935221198
-2549203.8,-4660889.999999999,-133.56255233473286
-2549126.1,-4660889.999999999,-127.85844448751449
-2549048.4,-4660889.999999999,-111.9847189068137
-2548970.6999999997,-4660889.999999999,-120.81896715637343
-2548892.9999999995,-4660889.999999999,-139.7054273449372
-2548815.3,-4660889.999999999,-163.06529612523207
-2548737.5999999996,-4660889.999999999,-177.04275348113515
-2548659.9,-4660889.999999999,-192.24432029674279
-2548582.2,-4660889.999999999,-203.77769704664132
-2548504.5,-4660889.999999999,-211.50503386224545
-2548426.8,-4660889.999999999,-221.94074490219236
-2548349.0999999996,-4660889.999999999,-230.0755606331943
-2548271.4,-4660889.999999999,-237.45169441008676
-2548193.6999999997,-4660889.999999999,-241.3209206347723
-2548116.0,-4660889.999999999,-244.80456399249073
-2548038.3,-4660889.999999999,-243.00969828365754
-2547960.6,-4660889.999999999,-230.97611072533257
-2547882.9,-4660889.999999999,-215.5272118021668
-2547805.1999999997,-4660889.999999999,-203.92223612179197
-2547727.5,-4660889.999999999,-192.20383909474953
-2547649.8,-4660889.999999999,-172.54274627816454
-2547572.1,-4660889.999999999,-157.35634179540773
-2547494.4,-4660889.999999999,-144.6620578667864
-2547416.7,-4660889.999999999,-139.59645080893156
-2547339.0,-4660889.999999999,-134.71028484741973
-2547261.3,-4660889.999999999,-124.535998229146
-2547183.5999999996,-4660889.999999999,-111.94960199907254
-2547105.9,-4660889.999999999,-106.22651910367155
-2547028.1999999997,-4660889.999999999,-103.90164453512283
-2546950.5,-4660889.999999999,-101.92390586049991
-2546872.8,-4660889.999999999,-103.01104341417546
-2546795.1,-4660889.999999999,-103.2524833984559
-2546717.4,-4660889.999999999,-105.35506788556333
-2546639.6999999997,-4660889.999999999,-104.75536320371
-2546562.0,-4660889.999999999,-104.69148523278275
-2546484.3,-4660889.999999999,-104.78480648601335
-2546406.6,-4660889.999999999,-105.84524333026388
-2546328.9,-4660889.999999999,-102.35977383266973
-2546251.2,-4660889.999999999,-95.47108314238669
-2546173.4999999995,-4660889.999999999,-92.82503264050331
-2546095.8,-4660889.999999999,-93.30732027495793
-2546018.0999999996,-4660889.999999999,-94.22240982013165
-2545940.4,-4660889.999999999,-96.1697342409606
-2545862.6999999997,-4660889.999999999,-93.99591258860639
-2545785.0,-4660889.999999999,-92.31169990627414
-2549670.0,-4660779.0,-58.32593867916398
-2549592.3000000003,-4660779.0,-62.66420802640075
-2549514.5999999996,-4660779.0,-70.37698422839992
-2549436.9,-4660779.0,-80.64529334782802
-2549359.1999999997,-4660779.0,-102.07843402750765
-2549281.5,-4660779.0,-125.67093083905829
-2549203.8,-4660779.0,-142.28031869653265
-2549126.1,-4660779.0,-140.28013603393043
-2549048.4,-4660779.0,-121.79323624879339
-2548970.6999999997,-4660779.0,-123.41213191932955
-2548892.9999999995,-4660779.0,-134.42050182617947
-2548815.3,-4660779.0,-141.5480662277442
-2548737.5999999996,-4660779.0,-157.3724651621367
-2548659.9,-4660779.0,-167.93046288659806
-2548582.2,-4660779.0,-179.83719238176582
-2548504.5,-4660779.0,-192.6580042196711
-2548426.8,-4660779.0,-202.69881902765604
-2548349.0999999996,-4660779.0,-206.98120940497847
-2548271.4,-4660779.0,-209.4780604382725
-2548193.6999999997,-4660779.0,-211.742461163681
-2548116.0,-4660779.0,-215.62792084774338
-2548038.3,-4660779.0,-217.0357745199385
-2547960.6,-4660779.0,-209.5604001963972
-2547882.9,-4660779.0,-197.52114974838582
-2547805.1999999997,-4660779.0,-188.73249046072317
-2547727.5,-4660779.0,-180.55413442023706
-2547649.8,-4660779.0,-166.4086599043981
-2547572.1,-4660779.0,-152.37064243091717
-2547494.4,-4660779.0,-137.90611709784787
-2547416.7,-4660779.0,-129.26473322481263
-2547339.0,-4660779.0,-123.38157447720295
-2547261.3,-4660779.0,-115.2617855599672
-2547183.5999999996,-4660779.0,-105.07161576043326
-2547105.9,-4660779.0,-100.93912548195578
-2547028.1999999997,-4660779.0,-101.96908719263116
-2546950.5,-4660779.0,-104.12299436156937
-2546872.8,-4660779.0,-107.76163958890646
-2546795.1,-4660779.0,-108.51508427184447
-2546717.4,-4660779.0,-108.34016448727871
-2546639.6999999997,-4660779.0,-106.3377399702882
-2546562.0,-4660779.0,-105.71642150973564
-2546484.3,-4660779.0,-108.31530855830113
-2546406.6,-4660779.0,-111.27371432151156
-2546328.9,-4660779.0,-115.57094174460437
-2546251.2,-4660779.0,-108.80351916289192
-2546173.4999999995,-4660779.0,-91.81299452994209
-2546095.8,-4660779.0,-87.36654669881212
-2546018.0999999996,-4660779.0,-93.89042766738748
-2545940.4,-4660779.0,-97.8177404458108
-2545862.6999999997,-4660779.0,-106.67866688524393
-2545785.0,-4660779.0,-105.72137658467396
-2549670.0,-4660668.0,-58.76908060689878
-2549592.3000000003,-4660668.0,-64.57004536434913
-2549514.5999999996,-4660668.0,-66.5122307891515
-2549436.9,-4660668.0,-70.94515098523948
-2549359.1999999997,-4660668.0,-82.59028491058434
-2549281.5,-4660668.0,-101.1046499636919
-2549203.8,-4660668.0,-116.25222956485503
-2549126.1,-4660668.0,-120.82548384549183
-2549048.4,-4660668.0,-119.60076666233107
-2548970.6999999997,-4660668.0,-124.50252643260953
-2548892.9999999995,-4660668.0,-135.0812519969354
-2548815.3,-4660668.0,-134.31680770457453
-2548737.5999999996,-4660668.0,-137.88564630819533
-2548659.9,-4660668.0,-147.00615554151665
-2548582.2,-4660668.0,-157.84515617700384
-2548504.5,-4660668.0,-169.71215935939642
-2548426.8,-4660668.0,-178.44243268504462
-2548349.0999999996,-4660668.0,-181.89163964163248
-2548271.4,-4660668.0,-182.64286994491684
-2548193.6999999997,-4660668.0,-183.00773510322307
-2548116.0,-4660668.0,-183.62841573759795
-2548038.3,-4660668.0,-184.3604260910316
-2547960.6,-4660668.0,-182.18679218347265
-2547882.9,-4660668.0,-173.62546132958545
-2547805.1999999997,-4660668.0,-167.33657071333715
-2547727.5,-4660668.0,-159.37343238001523
-2547649.8,-4660668.0,-148.19520280936283
-2547572.1,-4660668.0,-135.9394181763293
-2547494.4,-4660668.0,-125.06857160250411
-2547416.7,-4660668.0,-117.12907542789527
-2547339.0,-4660668.0,-111.69096757028011
-2547261.3,-4660668.0,-106.72638941675326
-2547183.5999999996,-4660668.0,-103.07022676907555
-2547105.9,-4660668.0,-98.14956417621192
-2547028.1999999997,-4660668.0,-98.48482643052043
-2546950.5,-4660668.0,-101.5159983843377
-2546872.8,-4660668.0,-107.30506330221485
-2546795.1,-4660668.0,-110.98228212282557
-2546717.4,-4660668.0,-112.10959660807191
-2546639.6999999997,-4660668.0,-109.1727013023865
-2546562.0,-4660668.0,-107.60746378049674
-2546484.3,-4660668.0,-108.24701602422215
-2546406.6,-4660668.0,-113.7645940366882
-2546328.9,-4660668.0,-116.57910381100037
-2546251.2,-4660668.0,-110.75873961231545
-2546173.4999999995,-4660668.0,-98.68672431717431
-2546095.8,-4660668.0,-97.16397785985197
-2546018.0999999996,-4660668.0,-103.10354762612927
-2545940.4,-4660668.0,-108.46402241265008
-2545862.6999999997,-4660668.0,-119.81898498082019
-2545785.0,-4660668.0,-118.70304384064643
-2549670.0,-4660556.999999999,-56.673901192589014
-2549592.3000000003,-4660556.999999999,-64.85333521482914
-2549514.5999999996,-4660556.999999999,-68.4203797317541
-2549436.9,-4660556.999999999,-70.39644694220215
-2549359.1999999997,-4660556.999999999,-74.77265554768131
-2549281.5,-4660556.999999999,-86.84172261358725
-2549203.8,-4660556.999999999,-103.49953387455956
-2549126.1,-4660556.999999999,-115.98263028094527
-2549048.4,-4660556.999999999,-117.15393224333134
-2548970.6999999997,-4660556.999999999,-124.89333043834927
-2548892.9999999995,-4660556.999999999,-131.65552467829363
-2548815.3,-4660556.999999999,-133.38145985387678
-2548737.5999999996,-4660556.999999999,-136.51716482683378
-2548659.9,-4660556.999999999,-142.1480212846111
-2548582.2,-4660556.999999999,-150.2133457578219
-2548504.5,-4660556.999999999,-155.83050995578643
-2548426.8,-4660556.999999999,-159.60097359555544
-2548349.0999999996,-4660556.999999999,-160.16949950048635
-2548271.4,-4660556.999999999,-157.68665424235212
-2548193.6999999997,-4660556.999999999,-156.12382449040413
-2548116.0,-4660556.999999999,-154.68793978367654
-2548038.3,-4660556.999999999,-153.85494763306716
-2547960.6,-4660556.999999999,-154.05811645362525
-2547882.9,-4660556.999999999,-154.091363481907
-2547805.1999999997,-4660556.999999999,-150.3050432924312
-2547727.5,-4660556.999999999,-145.1266805852965
-2547649.8,-4660556.999999999,-135.67536438586745
-2547572.1,-4660556.999999999,-126.66660107489886
-2547494.4,-4660556.999999999,-119.50051435266734
-2547416.7,-4660556.999999999,-114.53453277628553
-2547339.0,-4660556.999999999,-108.75564121054578
-2547261.3,-4660556.999999999,-106.44734218128548
-2547183.5999999996,-4660556.999999999,-107.6993913147672
-2547105.9,-4660556.999999999,-104.43420372642544
-2547028.1999999997,-4660556.999999999,-99.65017959964717
-2546950.5,-4660556.999999999,-102.50840072870966
-2546872.8,-4660556.999999999,-109.97427421283663
-2546795.1,-4660556.999999999,-114.29185331032792
-2546717.4,-4660556.999999999,-114.65071766144149
-2546639.6999999997,-4660556.999999999,-112.23578884831394
-2546562.0,-4660556.999999999,-109.53365000261813
-2546484.3,-4660556.999999999,-107.2138361025944
-2546406.6,-4660556.999999999,-110.76316744469634
-2546328.9,-4660556.999999999,-116.6489173147652
-2546251.2,-4660556.999999999,-117.80893430891493
-2546173.4999999995,-4660556.999999999,-118.45542918950413
-2546095.8,-4660556.999999999,-120.37681088960629
-2546018.0999999996,-4660556.999999999,-129.70599027996673
-2545940.4,-4660556.999999999,-130.29090005163198
-2545862.6999999997,-4660556.999999999,-127.54214551859741
-2545785.0,-4660556.999999999,-130.01678944911532
-2549670.0,-4660446.0,-57.98955171081654
-2549592.3000000003,-4660446.0,-62.95668074400281
-2549514.5999999996,-4660446.0,-69.01408621290918
-2549436.9,-4660446.0,-71.85825420920435
-2549359.1999999997,-4660446.0,-74.1432886481952
-2549281.5,-4660446.0,-81.95334534186027
-2549203.8,-4660446.0,-103.63681009984425
-2549126.1,-4660446.0,-118.34505142318199
-2549048.4,-4660446.0,-127.13145852977831
-2548970.6999999997,-4660446.0,-130.88144271766814
-2548892.9999999995,-4660446.0,-133.83134816717975
-2548815.3,-4660446.0,-132.26569766281764
-2548737.5999999996,-4660446.0,-133.7666505539388
-2548659.9,-4660446.0,-137.68234203634773
-2548582.2,-4660446.0,-141.32944606303292
-2548504.5,-4660446.0,-144.4772883753657
-2548426.8,-4660446.0,-145.86228921500506
-2548349.0999999996,-4660446.0,-144.51771040658693
-2548271.4,-4660446.0,-139.8701097360494
-2548193.6999999997,-4660446.0,-133.19122654185213
-2548116.0,-4660446.0,-129.90388623334974
-2548038.3,-4660446.0,-130.1517618780731
-2547960.6,-4660446.0,-129.55937652992247
-2547882.9,-4660446.0,-127.62272012714821
-2547805.1999999997,-4660446.0,-125.9447888813398
-2547727.5,-4660446.0,-123.49180608604044
-2547649.8,-4660446.0,-119.88486976877948
-2547572.1,-4660446.0,-116.27219820696031
-2547494.4,-4660446.0,-115.09623079911128
-2547416.7,-4660446.0,-114.52856227245469
-2547339.0,-4660446.0,-113.2676612899673
-2547261.3,-4660446.0,-111.80411193276568
-2547183.5999999996,-4660446.0,-112.37583764968667
-2547105.9,-4660446.0,-112.08442787252005
-2547028.1999999997,-4660446.0,-112.8231159021058
-2546950.5,-4660446.0,-112.82261790961553
-2546872.8,-4660446.0,-115.07595017112699
-2546795.1,-4660446.0,-118.57657249792027
-2546717.4,-4660446.0,-119.71430459240015
-2546639.6999999997,-4660446.0,-117.00360707596634
-2546562.0,-4660446.0,-113.66732705771352
-2546484.3,-4660446.0,-110.44306493466803
-2546406.6,-4660446.0,-111.08183510528144
-2546328.9,-4660446.0,-119.87356102314239
-2546251.2,-4660446.0,-121.57523681772716
-2546173.4999999995,-4660446.0,-112.77430035253994
-2546095.8,-4660446.0,-119.3000905363586
-2546018.0999999996,-4660446.0,-131.49483032798838
-2545940.4,-4660446.0,-137.07288876625142
-2545862.6999999997,-4660446.0,-139.7310034338483
-2545785.0,-4660446.0,-140.43719007646234
-2549670.0,-4660335.0,-64.74063215405903
-2549592.3000000003,-4660335.0,-72.99845387252495
-2549514.5999999996,-4660335.0,-74.62779975969475
-2549436.9,-4660335.0,-78.0001735030453
-2549359.1999999997,-4660335.0,-86.05334137996587
-2549281.5,-4660335.0,-87.95585368181976
-2549203.8,-4660335.0,-83.38078294808089
-2549126.1,-4660335.0,-94.05963582360921
-2549048.4,-4660335.0,-108.12506954147526
-2548970.6999999997,-4660335.0,-114.76682536272925
-2548892.9999999995,-4660335.0,-115.46796341817372
-2548815.3,-4660335.0,-125.5737969076968
-2548737.5999999996,-4660335.0,-137.1203872716014
-2548659.9,-4660335.0,-140.1870961981971
-2548582.2,-4660335.0,-139.67795200532407
-2548504.5,-4660335.0,-138.7662565437242
-2548426.8,-4660335.0,-138.0623268283671
-2548349.0999999996,-4660335.0,-136.76379296760948
-2548271.4,-4660335.0,-131.439761252796
-2548193.6999999997,-4660335.0,-123.76642184579921
-2548116.0,-4660335.0,-117.15017410743563
-2548038.3,-4660335.0,-113.17909038628564
-2547960.6,-4660335.0,-110.80339646313365
-2547882.9,-4660335.0,-109.18311620926592
