-42.04998,-23.03055,-169.679
-42.04996,-23.03059,-170.094
-42.04993,-23.03063,-170.517
-42.04991,-23.03067,-170.93
-42.04988,-23.03072,-171.365
-42.04986,-23.03076,-171.795
-42.04983,-23.0308,-172.231
-42.04981,-23.03084,-172.658
-42.04978,-23.03088,-173.099
-42.04976,-23.03092,-173.544
-42.04973,-23.03096,-173.978
-42.04971,-23.031,-174.443
-42.04968,-23.03104,-174.9
-42.04966,-23.03108,-175.36
-42.04963,-23.03112,-175.813
-42.04961,-23.03116,-176.269
-42.04958,-23.0312,-176.72
-42.04956,-23.03125,-177.19
-42.04953,-23.03129,-177.644
-42.04951,-23.03133,-178.103
-42.04948,-23.03137,-178.569
-42.04946,-23.03141,-179.029
-42.04943,-23.03145,-179.491
-42.04941,-23.03149,-179.952
-42.04938,-23.03153,-180.428
-42.04936,-23.03157,-180.88
-42.04933,-23.03161,-181.344
-42.04931,-23.03165,-181.776
-42.04928,-23.03169,-182.218
-42.04926,-23.03173,-182.665
-42.04923,-23.03177,-183.098
-42.04921,-23.03182,-183.549
-42.04918,-23.03186,-183.996
-42.04916,-23.0319,-184.431
-42.04913,-23.03194,-184.876
-42.04911,-23.03198,-185.314
-42.04908,-23.03202,-185.743
-42.04905,-23.03206,-186.178
-42.04903,-23.0321,-186.6
-42.049,-23.03214,-187.009
-42.04898,-23.03218,-187.433
-42.04895,-23.03222,-187.858
-42.04893,-23.03226,-188.264
-42.0489,-23.0323,-188.682
-42.04888,-23.03234,-189.094
-42.04885,-23.03239,-189.478
-42.04883,-23.03243,-189.873
-42.0488,-23.03247,-190.244
-42.04878,-23.03251,-190.612
-42.04875,-23.03255,-190.98
-42.04873,-23.03259,-191.33
-42.04871,-23.03263,-191.679
-42.04868,-23.03267,-192.036
-42.04866,-23.03271,-192.375
-42.04863,-23.03275,-192.703
-42.04861,-23.03279,-193.026
-42.04858,-23.03283,-193.352
-42.04856,-23.03288,-193.658
-42.04853,-23.03292,-193.962
-42.04851,-23.03296,-194.267
-42.04849,-23.033,-194.548
-42.04846,-23.03304,-194.824
-42.04844,-23.03308,-195.107
-42.04841,-23.03312,-195.381
-42.04839,-23.03316,-195.64
-42.04837,-23.0332,-195.895
-42.04834,-23.03325,-196.146
-42.04832,-23.03329,-196.391
-42.04829,-23.03333,-196.636
-42.04827,-23.03337,-196.862
-42.04825,-23.03341,-197.077
-42.04822,-23.03345,-197.29
-42.0482,-23.03349,-197.524
-42.04818,-23.03353,-197.721
-42.04815,-23.03357,-197.915
-42.04813,-23.03361,-198.115
-42.0481,-23.03366,-198.306
-42.04808,-23.0337,-198.49
-42.04806,-23.03374,-198.681
-42.04803,-23.03378,-198.844
-42.04801,-23.03382,-199.018
-42.04799,-23.03386,-199.169
-42.04796,-23.0339,-199.337
-42.04794,-23.03394,-199.491
-42.04791,-23.03398,-199.645
-42.04789,-23.03402,-199.793
-42.04787,-23.03406,-199.935
-42.04784,-23.0341,-200.075
-42.04782,-23.03415,-200.216
-42.0478,-23.03419,-200.36
-42.04777,-23.03423,-200.498
-42.04775,-23.03427,-200.633
-42.04772,-23.03431,-200.748
-42.0477,-23.03435,-200.873
-42.04768,-23.03439,-200.984
-42.04765,-23.03443,-201.1
-42.04763,-23.03447,-201.227
-42.0476,-23.03451,-201.329
-42.04758,-23.03455,-201.441
-42.04756,-23.03459,-201.549
-42.04753,-23.03463,-201.652
-42.04751,-23.03467,-201.744
-42.04748,-23.03471,-201.858
-42.04746,-23.03475,-201.935
-42.04744,-23.03479,-202.02
-42.04741,-23.03483,-202.112
-42.04739,-23.03487,-202.194
-42.04736,-23.03491,-202.278
-42.04734,-23.03495,-202.345
-42.04732,-23.035,-202.42
-42.04729,-23.03504,-202.5
-42.04727,-23.03508,-202.571
-42.04724,-23.03512,-202.628
-42.04722,-23.03516,-202.682
-42.04719,-23.0352,-202.736
-42.04717,-23.03524,-202.788
-42.04715,-23.03528,-202.839
-42.04712,-23.03532,-202.894
-42.0471,-23.03536,-202.938
-42.04707,-23.0354,-202.97
-42.04705,-23.03544,-203.012
-42.04702,-23.03548,-203.038
-42.047,-23.03552,-203.078
-42.04698,-23.03556,-203.09
-42.04695,-23.0356,-203.1
-42.04693,-23.03564,-203.111
-42.0469,-23.03568,-203.121
-42.04688,-23.03572,-203.133
-42.04685,-23.03576,-203.123
-42.04683,-23.0358,-203.13
-42.04681,-23.03584,-203.112
-42.04678,-23.03588,-203.087
-42.04676,-23.03592,-203.07
-42.04673,-23.03596,-203.033
-42.04671,-23.036,-202.986
-42.04668,-23.03604,-202.945
-42.04666,-23.03608,-202.899
-42.04664,-23.03612,-202.837
-42.04661,-23.03616,-202.769
-42.04659,-23.0362,-202.714
-42.04656,-23.03624,-202.642
-42.04654,-23.03628,-202.574
-42.04651,-23.03632,-202.491
-42.04649,-23.03636,-202.418
-42.04647,-23.0364,-202.327
-42.04644,-23.03644,-202.246
-42.04642,-23.03648,-202.147
-42.04639,-23.03652,-202.048
-42.04637,-23.03656,-201.932
-42.04634,-23.0366,-201.8
-42.04632,-23.03664,-201.662
-42.0463,-23.03668,-201.548
-42.04627,-23.03672,-201.415
-42.04625,-23.03676,-201.265
-42.04622,-23.0368,-201.132
-42.0462,-23.03684,-200.957
-42.04617,-23.03688,-200.806
-42.04615,-23.03692,-200.607
-42.04613,-23.03696,-200.43
-42.0461,-23.037,-200.248
-42.04608,-23.03704,-200.057
-42.04605,-23.03708,-199.871
-42.04603,-23.03712,-199.703
-42.04601,-23.03716,-199.543
-42.04598,-23.0372,-199.353
-42.04596,-23.03724,-199.176
-42.04593,-23.03728,-199.014
-42.04591,-23.03732,-198.855
-42.04588,-23.03736,-198.677
-42.04586,-23.0374,-198.487
-42.04584,-23.03744,-198.299
-42.04581,-23.03748,-198.106
-42.04579,-23.03752,-197.911
-42.04576,-23.03756,-197.709
-42.04574,-23.0376,-197.504
-42.04572,-23.03764,-197.319
-42.04569,-23.03768,-197.133
-42.04567,-23.03772,-196.955
-42.04565,-23.03776,-196.784
-42.04562,-23.0378,-196.605
-42.0456,-23.03784,-196.412
-42.04557,-23.03788,-196.235
-42.04555,-23.03792,-196.053
-42.04553,-23.03796,-195.867
-42.0455,-23.038,-195.696
-42.04548,-23.03804,-195.509
