-35.6446,-21.6455,23512.3
-35.6516,-21.6473,23511.9
-35.6586,-21.6491,23511.5
-35.6657,-21.6509,23511
-35.6727,-21.6527,23510.6
-35.6798,-21.6545,23510.2
-35.6868,-21.6563,23509.8
-35.6938,-21.658,23509.3
-35.7009,-21.6598,23508.9
-35.7079,-21.6616,23508.5
-35.715,-21.6634,23508.1
-35.722,-21.6652,23507.6
-35.729,-21.667,23507.2
-35.7361,-21.6688,23506.8
-35.7431,-21.6706,23506.4
-35.7502,-21.6724,23505.9
-35.7572,-21.6742,23505.5
-35.7643,-21.676,23505.1
-35.7713,-21.6778,23504.7
-35.7783,-21.6795,23504.2
-35.7854,-21.6813,23503.8
-35.7924,-21.6831,23503.4
-35.7995,-21.6849,23503
-35.8065,-21.6867,23502.6
-35.8136,-21.6885,23502.1
-35.8206,-21.6903,23501.7
-35.8276,-21.6921,23501.3
-35.8347,-21.6939,23500.9
-35.8417,-21.6957,23500.5
-35.8488,-21.6975,23500
-35.8558,-21.6993,23499.6
-35.8629,-21.7011,23499.2
-35.8699,-21.7029,23498.8
-35.877,-21.7047,23498.4
-35.884,-21.7065,23498
-35.8911,-21.7083,23497.5
-35.8981,-21.7101,23497.1
-35.9051,-21.7119,23496.7
-35.9122,-21.7137,23496.3
-35.9192,-21.7155,23495.9
-35.9263,-21.7173,23495.5
-35.9333,-21.7191,23495
-35.9404,-21.7209,23494.6
-35.9474,-21.7227,23494.2
-35.9545,-21.7245,23493.8
-35.9615,-21.7263,23493.4
-35.9686,-21.7281,23493
-35.9756,-21.7299,23492.6
-35.9827,-21.7317,23492.2
-35.9897,-21.7335,23491.7
-35.9968,-21.7353,23491.3
-36.0038,-21.7371,23490.9
-36.0109,-21.7389,23490.5
-36.0179,-21.7408,23490.1
-36.025,-21.7426,23489.7
-36.032,-21.7444,23489.3
-36.0391,-21.7462,23488.9
-36.0461,-21.748,23488.5
-36.0532,-21.7498,23488.1
-36.0602,-21.7516,23487.7
-36.0673,-21.7534,23487.2
-36.0743,-21.7552,23486.8
-36.0814,-21.757,23486.4
-36.0884,-21.7588,23486
-36.0955,-21.7607,23485.6
-36.1026,-21.7625,23485.2
-36.1096,-21.7643,23484.8
-36.1167,-21.7661,23484.4
-36.1237,-21.7679,23484
-36.1308,-21.7697,23483.6
-36.1378,-21.7715,23483.2
-36.1449,-21.7733,23482.8
-36.1519,-21.7752,23482.4
-36.159,-21.777,23482
-36.166,-21.7788,23481.6
-36.1731,-21.7806,23481.2
-36.1801,-21.7824,23480.8
-36.1872,-21.7842,23480.4
-36.1943,-21.786,23480
-36.2013,-21.7879,23479.6
-36.2084,-21.7897,23479.2
-36.2154,-21.7915,23478.8
-36.2225,-21.7933,23478.4
-36.2295,-21.7951,23478
-36.2366,-21.797,23477.6
-36.2437,-21.7988,23477.2
-36.2507,-21.8006,23476.8
-36.2578,-21.8024,23476.4
-36.2648,-21.8042,23476
-36.2719,-21.8061,23475.6
-36.2789,-21.8079,23475.2
-36.286,-21.8097,23474.8
-36.2931,-21.8115,23474.4
-36.3001,-21.8133,23474
-36.3072,-21.8152,23473.6
-36.3142,-21.817,23473.2
-36.3213,-21.8188,23472.8
-36.3284,-21.8206,23472.5
-36.3354,-21.8225,23472.1
-36.3425,-21.8243,23471.7
-36.3495,-21.8261,23471.3
-36.3566,-21.8279,23470.9
-36.3637,-21.8298,23470.5
-36.3707,-21.8316,23470.1
-36.3778,-21.8334,23469.7
-36.3848,-21.8352,23469.3
-36.3919,-21.8371,23468.9
-36.399,-21.8389,23468.5
-36.406,-21.8407,23468.2
-36.4131,-21.8425,23467.8
-36.4202,-21.8444,23467.4
-36.4272,-21.8462,23467
-36.4343,-21.848,23466.6
-36.4413,-21.8499,23466.2
-36.4484,-21.8517,23465.8
-36.4555,-21.8535,23465.4
-36.4625,-21.8554,23465.1
